Datum Zeit,Goerlitz NO
,µg/m³
01-03-00 00:00,9
29-02-00 23:00,12
29-02-00 22:00,16
29-02-00 21:00,21
29-02-00 20:00,40
29-02-00 19:00,
29-02-00 18:00,67
29-02-00 17:00,86
29-02-00 16:00,82
29-02-00 15:00,73
29-02-00 14:00,58
29-02-00 13:00,64
29-02-00 12:00,74
29-02-00 11:00,84
29-02-00 10:00,97
29-02-00 09:00,99
29-02-00 08:00,116
29-02-00 07:00,92
29-02-00 06:00,33
29-02-00 05:00,10
29-02-00 04:00,5
29-02-00 03:00,5
29-02-00 02:00,15
29-02-00 01:00,6
29-02-00 00:00,4
28-02-00 23:00,11
28-02-00 22:00,16
28-02-00 21:00,19
28-02-00 20:00,
28-02-00 19:00,39
28-02-00 18:00,40
28-02-00 17:00,45
28-02-00 16:00,53
28-02-00 15:00,45
28-02-00 14:00,53
28-02-00 13:00,45
28-02-00 12:00,47
28-02-00 11:00,44
28-02-00 10:00,41
28-02-00 09:00,38
28-02-00 08:00,33
28-02-00 07:00,25
28-02-00 06:00,14
28-02-00 05:00,6
28-02-00 04:00,5
28-02-00 03:00,3
28-02-00 02:00,3
28-02-00 01:00,6
28-02-00 00:00,5
27-02-00 23:00,12
27-02-00 22:00,10
27-02-00 21:00,19
27-02-00 20:00,
27-02-00 19:00,33
27-02-00 18:00,44
27-02-00 17:00,28
27-02-00 16:00,34
27-02-00 15:00,31
27-02-00 14:00,30
27-02-00 13:00,26
27-02-00 12:00,34
27-02-00 11:00,32
27-02-00 10:00,28
27-02-00 09:00,23
27-02-00 08:00,34
27-02-00 07:00,43
27-02-00 06:00,29
27-02-00 05:00,27
27-02-00 04:00,17
27-02-00 03:00,31
27-02-00 02:00,29
27-02-00 01:00,33
27-02-00 00:00,34
26-02-00 23:00,44
26-02-00 22:00,34
26-02-00 21:00,
26-02-00 20:00,61
26-02-00 19:00,56
26-02-00 18:00,47
26-02-00 17:00,29
26-02-00 16:00,29
26-02-00 15:00,34
26-02-00 14:00,38
26-02-00 13:00,38
26-02-00 12:00,38
26-02-00 11:00,34
26-02-00 10:00,26
26-02-00 09:00,24
26-02-00 08:00,23
26-02-00 07:00,13
26-02-00 06:00,4
26-02-00 05:00,9
26-02-00 04:00,2
26-02-00 03:00,9
26-02-00 02:00,12
26-02-00 01:00,15
26-02-00 00:00,25
25-02-00 23:00,20
25-02-00 22:00,21
25-02-00 21:00,
25-02-00 20:00,25
25-02-00 19:00,33
25-02-00 18:00,34
25-02-00 17:00,61
25-02-00 16:00,66
25-02-00 15:00,83
25-02-00 14:00,69
25-02-00 13:00,77
25-02-00 12:00,10
25-02-00 11:00,5
25-02-00 10:00,6
25-02-00 09:00,4
25-02-00 08:00,37
25-02-00 07:00,67
25-02-00 06:00,30
25-02-00 05:00,14
25-02-00 04:00,15
25-02-00 03:00,12
25-02-00 02:00,9
25-02-00 01:00,18
25-02-00 00:00,18
24-02-00 23:00,23
24-02-00 22:00,
24-02-00 21:00,45
24-02-00 20:00,41
24-02-00 19:00,54
24-02-00 18:00,48
24-02-00 17:00,51
24-02-00 16:00,63
24-02-00 15:00,56
24-02-00 14:00,60
24-02-00 13:00,61
24-02-00 12:00,60
24-02-00 11:00,66
24-02-00 10:00,65
24-02-00 09:00,58
24-02-00 08:00,83
24-02-00 07:00,71
24-02-00 06:00,66
24-02-00 05:00,30
24-02-00 04:00,39
24-02-00 03:00,17
24-02-00 02:00,33
24-02-00 01:00,76
24-02-00 00:00,70
23-02-00 23:00,34
23-02-00 22:00,
23-02-00 21:00,52
23-02-00 20:00,104
23-02-00 19:00,171
23-02-00 18:00,133
23-02-00 17:00,129
23-02-00 16:00,108
23-02-00 15:00,94
23-02-00 14:00,102
23-02-00 13:00,91
23-02-00 12:00,119
23-02-00 11:00,133
23-02-00 10:00,115
23-02-00 09:00,119
23-02-00 08:00,98
23-02-00 07:00,66
23-02-00 06:00,36
23-02-00 05:00,16
23-02-00 04:00,13
23-02-00 03:00,10
23-02-00 02:00,5
23-02-00 01:00,15
23-02-00 00:00,18
22-02-00 23:00,
22-02-00 22:00,27
22-02-00 21:00,31
22-02-00 20:00,48
22-02-00 19:00,60
22-02-00 18:00,77
22-02-00 17:00,77
22-02-00 16:00,78
22-02-00 15:00,66
22-02-00 14:00,62
22-02-00 13:00,55
22-02-00 12:00,73
22-02-00 11:00,77
22-02-00 10:00,80
22-02-00 09:00,87
22-02-00 08:00,108
22-02-00 07:00,81
22-02-00 06:00,53
22-02-00 05:00,22
22-02-00 04:00,11
22-02-00 03:00,4
22-02-00 02:00,9
22-02-00 01:00,16
22-02-00 00:00,30
21-02-00 23:00,
21-02-00 22:00,74
21-02-00 21:00,75
21-02-00 20:00,76
21-02-00 19:00,106
21-02-00 18:00,123
21-02-00 17:00,118
21-02-00 16:00,115
21-02-00 15:00,65
21-02-00 14:00,60
21-02-00 13:00,54
21-02-00 12:00,67
21-02-00 11:00,99
21-02-00 10:00,77
21-02-00 09:00,78
21-02-00 08:00,79
21-02-00 07:00,49
21-02-00 06:00,26
21-02-00 05:00,29
21-02-00 04:00,12
21-02-00 03:00,10
21-02-00 02:00,22
21-02-00 01:00,21
21-02-00 00:00,
20-02-00 23:00,65
20-02-00 22:00,10
20-02-00 21:00,15
20-02-00 20:00,41
20-02-00 19:00,42
20-02-00 18:00,32
20-02-00 17:00,34
20-02-00 16:00,44
20-02-00 15:00,49
20-02-00 14:00,24
20-02-00 13:00,6
20-02-00 12:00,4
20-02-00 11:00,2
20-02-00 10:00,1
20-02-00 09:00,1
20-02-00 08:00,1
20-02-00 07:00,1
20-02-00 06:00,1
20-02-00 05:00,1
20-02-00 04:00,2
20-02-00 03:00,1
20-02-00 02:00,4
20-02-00 01:00,24
20-02-00 00:00,
19-02-00 23:00,73
19-02-00 22:00,43
19-02-00 21:00,40
19-02-00 20:00,56
19-02-00 19:00,48
19-02-00 18:00,60
19-02-00 17:00,52
19-02-00 16:00,57
19-02-00 15:00,63
19-02-00 14:00,70
19-02-00 13:00,64
19-02-00 12:00,64
19-02-00 11:00,69
19-02-00 10:00,56
19-02-00 09:00,37
19-02-00 08:00,32
19-02-00 07:00,32
19-02-00 06:00,24
19-02-00 05:00,8
19-02-00 04:00,5
19-02-00 03:00,7
19-02-00 02:00,7
19-02-00 01:00,
19-02-00 00:00,21
18-02-00 23:00,25
18-02-00 22:00,24
18-02-00 21:00,33
18-02-00 20:00,37
18-02-00 19:00,65
18-02-00 18:00,68
18-02-00 17:00,58
18-02-00 16:00,74
18-02-00 15:00,69
18-02-00 14:00,71
18-02-00 13:00,66
18-02-00 12:00,88
18-02-00 11:00,81
18-02-00 10:00,84
18-02-00 09:00,61
18-02-00 08:00,65
18-02-00 07:00,37
18-02-00 06:00,21
18-02-00 05:00,7
18-02-00 04:00,6
18-02-00 03:00,6
18-02-00 02:00,7
18-02-00 01:00,
18-02-00 00:00,9
17-02-00 23:00,33
17-02-00 22:00,16
17-02-00 21:00,34
17-02-00 20:00,64
17-02-00 19:00,84
17-02-00 18:00,105
17-02-00 17:00,103
17-02-00 16:00,108
17-02-00 15:00,91
17-02-00 14:00,87
17-02-00 13:00,95
17-02-00 12:00,90
17-02-00 11:00,79
17-02-00 10:00,73
17-02-00 09:00,77
17-02-00 08:00,79
17-02-00 07:00,53
17-02-00 06:00,36
17-02-00 05:00,4
17-02-00 04:00,11
17-02-00 03:00,5
17-02-00 02:00,
17-02-00 01:00,12
17-02-00 00:00,22
16-02-00 23:00,33
16-02-00 22:00,33
16-02-00 21:00,30
16-02-00 20:00,50
16-02-00 19:00,67
16-02-00 18:00,66
16-02-00 17:00,56
16-02-00 16:00,49
16-02-00 15:00,40
16-02-00 14:00,50
16-02-00 13:00,61
16-02-00 12:00,64
16-02-00 11:00,71
16-02-00 10:00,62
16-02-00 09:00,49
16-02-00 08:00,70
16-02-00 07:00,41
16-02-00 06:00,23
16-02-00 05:00,10
16-02-00 04:00,5
16-02-00 03:00,4
16-02-00 02:00,
16-02-00 01:00,12
16-02-00 00:00,47
15-02-00 23:00,26
15-02-00 22:00,37
15-02-00 21:00,40
15-02-00 20:00,56
15-02-00 19:00,127
15-02-00 18:00,88
15-02-00 17:00,63
15-02-00 16:00,54
15-02-00 15:00,71
15-02-00 14:00,84
15-02-00 13:00,77
15-02-00 12:00,87
15-02-00 11:00,60
15-02-00 10:00,53
15-02-00 09:00,51
15-02-00 08:00,53
15-02-00 07:00,35
15-02-00 06:00,17
15-02-00 05:00,13
15-02-00 04:00,9
15-02-00 03:00,
15-02-00 02:00,9
15-02-00 01:00,14
15-02-00 00:00,12
14-02-00 23:00,31
14-02-00 22:00,40
14-02-00 21:00,42
14-02-00 20:00,50
14-02-00 19:00,51
14-02-00 18:00,47
14-02-00 17:00,62
14-02-00 16:00,58
14-02-00 15:00,59
14-02-00 14:00,61
14-02-00 13:00,42
14-02-00 12:00,63
14-02-00 11:00,44
14-02-00 10:00,41
14-02-00 09:00,45
14-02-00 08:00,45
14-02-00 07:00,25
14-02-00 06:00,18
14-02-00 05:00,15
14-02-00 04:00,1
14-02-00 03:00,
14-02-00 02:00,2
14-02-00 01:00,2
14-02-00 00:00,7
13-02-00 23:00,23
13-02-00 22:00,12
13-02-00 21:00,16
13-02-00 20:00,15
13-02-00 19:00,25
13-02-00 18:00,30
13-02-00 17:00,22
13-02-00 16:00,42
13-02-00 15:00,27
13-02-00 14:00,31
13-02-00 13:00,25
13-02-00 12:00,26
13-02-00 11:00,25
13-02-00 10:00,23
13-02-00 09:00,12
13-02-00 08:00,9
13-02-00 07:00,12
13-02-00 06:00,13
13-02-00 05:00,7
13-02-00 04:00,
13-02-00 03:00,12
13-02-00 02:00,14
13-02-00 01:00,19
13-02-00 00:00,14
12-02-00 23:00,25
12-02-00 22:00,9
12-02-00 21:00,22
12-02-00 20:00,36
12-02-00 19:00,45
12-02-00 18:00,45
12-02-00 17:00,28
12-02-00 16:00,37
12-02-00 15:00,47
12-02-00 14:00,45
12-02-00 13:00,50
12-02-00 12:00,62
12-02-00 11:00,68
12-02-00 10:00,84
12-02-00 09:00,84
12-02-00 08:00,58
12-02-00 07:00,54
12-02-00 06:00,48
12-02-00 05:00,14
12-02-00 04:00,
12-02-00 03:00,29
12-02-00 02:00,57
12-02-00 01:00,78
12-02-00 00:00,111
11-02-00 23:00,140
11-02-00 22:00,134
11-02-00 21:00,61
11-02-00 20:00,118
11-02-00 19:00,136
11-02-00 18:00,114
11-02-00 17:00,103
11-02-00 16:00,106
11-02-00 15:00,99
11-02-00 14:00,97
11-02-00 13:00,99
11-02-00 12:00,82
11-02-00 11:00,73
11-02-00 10:00,80
11-02-00 09:00,62
11-02-00 08:00,60
11-02-00 07:00,35
11-02-00 06:00,16
11-02-00 05:00,
11-02-00 04:00,4
11-02-00 03:00,4
11-02-00 02:00,5
11-02-00 01:00,6
11-02-00 00:00,7
10-02-00 23:00,10
10-02-00 22:00,10
10-02-00 21:00,16
10-02-00 20:00,31
10-02-00 19:00,60
10-02-00 18:00,53
10-02-00 17:00,67
10-02-00 16:00,61
10-02-00 15:00,67
10-02-00 14:00,74
10-02-00 13:00,68
10-02-00 12:00,82
10-02-00 11:00,91
10-02-00 10:00,70
10-02-00 09:00,46
10-02-00 08:00,68
10-02-00 07:00,37
10-02-00 06:00,11
10-02-00 05:00,
10-02-00 04:00,4
10-02-00 03:00,2
10-02-00 02:00,1
10-02-00 01:00,2
10-02-00 00:00,1
09-02-00 23:00,9
09-02-00 22:00,7
09-02-00 21:00,8
09-02-00 20:00,14
09-02-00 19:00,30
09-02-00 18:00,30
09-02-00 17:00,49
09-02-00 16:00,37
09-02-00 15:00,35
09-02-00 14:00,41
09-02-00 13:00,34
09-02-00 12:00,44
09-02-00 11:00,41
09-02-00 10:00,36
09-02-00 09:00,36
09-02-00 08:00,45
09-02-00 07:00,33
09-02-00 06:00,
09-02-00 05:00,6
09-02-00 04:00,2
09-02-00 03:00,2
09-02-00 02:00,3
09-02-00 01:00,3
09-02-00 00:00,6
08-02-00 23:00,11
08-02-00 22:00,19
08-02-00 21:00,18
08-02-00 20:00,40
08-02-00 19:00,68
08-02-00 18:00,109
08-02-00 17:00,81
08-02-00 16:00,80
08-02-00 15:00,56
08-02-00 14:00,65
08-02-00 13:00,49
08-02-00 12:00,52
08-02-00 11:00,69
08-02-00 10:00,65
08-02-00 09:00,45
08-02-00 08:00,55
08-02-00 07:00,36
08-02-00 06:00,
08-02-00 05:00,7
08-02-00 04:00,2
08-02-00 03:00,2
08-02-00 02:00,2
08-02-00 01:00,2
08-02-00 00:00,9
07-02-00 23:00,17
07-02-00 22:00,23
07-02-00 21:00,21
07-02-00 20:00,27
07-02-00 19:00,85
07-02-00 18:00,59
07-02-00 17:00,73
07-02-00 16:00,80
