Datum Zeit,Carlsfeld O3
,µg/m³
01-03-00 00:00,86
29-02-00 23:00,83
29-02-00 22:00,82
29-02-00 21:00,81
29-02-00 20:00,84
29-02-00 19:00,89
29-02-00 18:00,84
29-02-00 17:00,80
29-02-00 16:00,82
29-02-00 15:00,86
29-02-00 14:00,88
29-02-00 13:00,84
29-02-00 12:00,79
29-02-00 11:00,77
29-02-00 10:00,78
29-02-00 09:00,76
29-02-00 08:00,78
29-02-00 07:00,78
29-02-00 06:00,78
29-02-00 05:00,
29-02-00 04:00,81
29-02-00 03:00,76
29-02-00 02:00,83
29-02-00 01:00,84
29-02-00 00:00,91
28-02-00 23:00,69
28-02-00 22:00,64
28-02-00 21:00,60
28-02-00 20:00,66
28-02-00 19:00,75
28-02-00 18:00,80
28-02-00 17:00,84
28-02-00 16:00,91
28-02-00 15:00,97
28-02-00 14:00,97
28-02-00 13:00,96
28-02-00 12:00,96
28-02-00 11:00,95
28-02-00 10:00,94
28-02-00 09:00,89
28-02-00 08:00,86
28-02-00 07:00,81
28-02-00 06:00,
28-02-00 05:00,80
28-02-00 04:00,80
28-02-00 03:00,84
28-02-00 02:00,86
28-02-00 01:00,88
28-02-00 00:00,88
27-02-00 23:00,87
27-02-00 22:00,83
27-02-00 21:00,87
27-02-00 20:00,85
27-02-00 19:00,85
27-02-00 18:00,89
27-02-00 17:00,91
27-02-00 16:00,90
27-02-00 15:00,89
27-02-00 14:00,87
27-02-00 13:00,86
27-02-00 12:00,82
27-02-00 11:00,79
27-02-00 10:00,67
27-02-00 09:00,60
27-02-00 08:00,55
27-02-00 07:00,55
27-02-00 06:00,
27-02-00 05:00,56
27-02-00 04:00,62
27-02-00 03:00,70
27-02-00 02:00,65
27-02-00 01:00,66
27-02-00 00:00,64
26-02-00 23:00,52
26-02-00 22:00,53
26-02-00 21:00,61
26-02-00 20:00,68
26-02-00 19:00,67
26-02-00 18:00,70
26-02-00 17:00,75
26-02-00 16:00,78
26-02-00 15:00,82
26-02-00 14:00,82
26-02-00 13:00,78
26-02-00 12:00,76
26-02-00 11:00,71
26-02-00 10:00,63
26-02-00 09:00,59
26-02-00 08:00,56
26-02-00 07:00,
26-02-00 06:00,43
26-02-00 05:00,45
26-02-00 04:00,49
26-02-00 03:00,52
26-02-00 02:00,59
