Datum Zeit,Leipzig-Mitte PM10
,µg/m³
29-02-00,11
28-02-00,21
27-02-00,31
26-02-00,
25-02-00,19
24-02-00,32
23-02-00,46
22-02-00,
21-02-00,37
20-02-00,40
19-02-00,17
18-02-00,24
17-02-00,24
16-02-00,14
15-02-00,20
14-02-00,26
13-02-00,12
12-02-00,26
11-02-00,27
10-02-00,29
09-02-00,19
08-02-00,15
07-02-00,25
06-02-00,34
05-02-00,32
04-02-00,23
03-02-00,28
02-02-00,25
01-02-00,23

