Datum Zeit,Glauchau SO2
,µg/m³
01-03-00 00:00,
29-02-00 23:00,2.2
29-02-00 22:00,2.4
29-02-00 21:00,2.7
29-02-00 20:00,2.2
29-02-00 19:00,3.0
29-02-00 18:00,2.7
29-02-00 17:00,
29-02-00 16:00,3.4
29-02-00 15:00,4.2
29-02-00 14:00,4.5
29-02-00 13:00,5.7
29-02-00 12:00,5.5
29-02-00 11:00,5.5
29-02-00 10:00,6.7
29-02-00 09:00,6.3
29-02-00 08:00,4.9
29-02-00 07:00,3.6
29-02-00 06:00,2.7
29-02-00 05:00,2.3
29-02-00 04:00,1.9
29-02-00 03:00,1.5
29-02-00 02:00,1.4
29-02-00 01:00,1.3
29-02-00 00:00,
28-02-00 23:00,2.0
28-02-00 22:00,4.1
28-02-00 21:00,4.7
28-02-00 20:00,7.8
28-02-00 19:00,7.9
28-02-00 18:00,4.8
28-02-00 17:00,
28-02-00 16:00,4.2
28-02-00 15:00,3.7
28-02-00 14:00,3.2
28-02-00 13:00,3.4
28-02-00 12:00,4.0
28-02-00 11:00,4.4
28-02-00 10:00,4.3
28-02-00 09:00,3.8
28-02-00 08:00,5.6
28-02-00 07:00,3.0
28-02-00 06:00,2.5
28-02-00 05:00,2.1
28-02-00 04:00,2.1
28-02-00 03:00,2.1
28-02-00 02:00,1.8
28-02-00 01:00,2.1
28-02-00 00:00,
27-02-00 23:00,2.7
27-02-00 22:00,3.5
27-02-00 21:00,5.4
27-02-00 20:00,5.5
27-02-00 19:00,7.6
27-02-00 18:00,
27-02-00 17:00,3.1
27-02-00 16:00,4.0
27-02-00 15:00,4.5
27-02-00 14:00,4.9
27-02-00 13:00,7.0
27-02-00 12:00,8.9
27-02-00 11:00,14.1
27-02-00 10:00,11.7
27-02-00 09:00,4.5
27-02-00 08:00,1.3
27-02-00 07:00,1.3
27-02-00 06:00,1.1
27-02-00 05:00,1.1
27-02-00 04:00,2.1
27-02-00 03:00,1.9
27-02-00 02:00,2.9
27-02-00 01:00,3.8
27-02-00 00:00,
26-02-00 23:00,10.9
26-02-00 22:00,14.6
26-02-00 21:00,13.5
26-02-00 20:00,13.0
26-02-00 19:00,9.8
26-02-00 18:00,
26-02-00 17:00,8.2
26-02-00 16:00,7.1
