Datum Zeit,Glauchau BEN
,µg/m³
01-03-00 00:00,0.8
29-02-00 23:00,0.9
29-02-00 22:00,1.0
29-02-00 21:00,1.2
29-02-00 20:00,1.3
29-02-00 19:00,1.7
29-02-00 18:00,1.9
29-02-00 17:00,3.0
29-02-00 16:00,1.9
29-02-00 15:00,1.5
29-02-00 14:00,1.3
29-02-00 13:00,1.6
29-02-00 12:00,2.3
29-02-00 11:00,1.8
29-02-00 10:00,2.8
29-02-00 09:00,2.7
29-02-00 08:00,3.1
29-02-00 07:00,2.1
29-02-00 06:00,1.2
29-02-00 05:00,0.7
29-02-00 04:00,0.6
29-02-00 03:00,0.6
29-02-00 02:00,0.6
29-02-00 01:00,0.5
29-02-00 00:00,0.8
28-02-00 23:00,2.2
28-02-00 22:00,1.6
28-02-00 21:00,1.8
28-02-00 20:00,2.4
28-02-00 19:00,2.0
28-02-00 18:00,1.8
28-02-00 17:00,2.0
28-02-00 16:00,1.9
28-02-00 15:00,1.3
28-02-00 14:00,1.3
28-02-00 13:00,1.3
28-02-00 12:00,1.4
28-02-00 11:00,1.2
28-02-00 10:00,1.3
28-02-00 09:00,2.6
28-02-00 08:00,6.0
28-02-00 07:00,1.3
28-02-00 06:00,0.8
28-02-00 05:00,0.7
28-02-00 04:00,0.7
28-02-00 03:00,0.6
28-02-00 02:00,0.6
28-02-00 01:00,0.6
28-02-00 00:00,0.8
27-02-00 23:00,1.1
27-02-00 22:00,1.3
27-02-00 21:00,1.7
27-02-00 20:00,2.2
27-02-00 19:00,2.1
27-02-00 18:00,1.6
27-02-00 17:00,1.3
27-02-00 16:00,
27-02-00 15:00,
27-02-00 14:00,
27-02-00 13:00,
27-02-00 12:00,1.7
27-02-00 11:00,2.9
27-02-00 10:00,3.5
27-02-00 09:00,2.6
27-02-00 08:00,2.9
27-02-00 07:00,2.8
27-02-00 06:00,2.6
27-02-00 05:00,3.5
27-02-00 04:00,3.1
27-02-00 03:00,4.0
27-02-00 02:00,6.4
27-02-00 01:00,8.2
27-02-00 00:00,10.9
26-02-00 23:00,8.1
26-02-00 22:00,9.1
26-02-00 21:00,8.5
26-02-00 20:00,10.8
26-02-00 19:00,7.0
26-02-00 18:00,2.1
26-02-00 17:00,1.2
26-02-00 16:00,1.1
26-02-00 15:00,1.4
26-02-00 14:00,1.4
26-02-00 13:00,1.8
26-02-00 12:00,2.6
26-02-00 11:00,3.0
26-02-00 10:00,2.4
26-02-00 09:00,1.8
26-02-00 08:00,1.5
26-02-00 07:00,1.6
26-02-00 06:00,1.3
26-02-00 05:00,0.9
26-02-00 04:00,1.1
26-02-00 03:00,2.2
26-02-00 02:00,1.5
26-02-00 01:00,3.5
26-02-00 00:00,2.7
25-02-00 23:00,2.9
25-02-00 22:00,2.5
25-02-00 21:00,2.2
25-02-00 20:00,1.4
25-02-00 19:00,1.4
25-02-00 18:00,1.7
25-02-00 17:00,2.2
25-02-00 16:00,2.7
25-02-00 15:00,3.0
25-02-00 14:00,2.6
25-02-00 13:00,3.6
25-02-00 12:00,2.1
25-02-00 11:00,2.2
25-02-00 10:00,1.9
25-02-00 09:00,1.4
25-02-00 08:00,2.4
