Datum Zeit,Bautzen SO2
,µg/m³
01-03-00 00:00,
29-02-00 23:00,
29-02-00 22:00,
29-02-00 21:00,
29-02-00 20:00,
29-02-00 19:00,
29-02-00 18:00,
29-02-00 17:00,
29-02-00 16:00,
29-02-00 15:00,
29-02-00 14:00,
29-02-00 13:00,
29-02-00 12:00,11.1
29-02-00 11:00,8.5
29-02-00 10:00,6.5
29-02-00 09:00,6.1
29-02-00 08:00,4.5
29-02-00 07:00,3.5
29-02-00 06:00,1.9
29-02-00 05:00,1.4
29-02-00 04:00,2.1
29-02-00 03:00,1.0
29-02-00 02:00,1.0
29-02-00 01:00,2.6
29-02-00 00:00,9.1
28-02-00 23:00,9.6
28-02-00 22:00,7.9
28-02-00 21:00,8.7
28-02-00 20:00,7.2
28-02-00 19:00,
28-02-00 18:00,4.9
28-02-00 17:00,5.8
28-02-00 16:00,4.6
28-02-00 15:00,4.1
28-02-00 14:00,4.2
28-02-00 13:00,4.2
28-02-00 12:00,3.6
28-02-00 11:00,4.4
28-02-00 10:00,4.6
28-02-00 09:00,4.0
28-02-00 08:00,4.1
28-02-00 07:00,4.1
28-02-00 06:00,4.3
28-02-00 05:00,3.9
28-02-00 04:00,3.3
28-02-00 03:00,4.0
28-02-00 02:00,4.5
28-02-00 01:00,6.1
28-02-00 00:00,7.4
27-02-00 23:00,7.3
27-02-00 22:00,7.5
27-02-00 21:00,5.1
27-02-00 20:00,7.2
27-02-00 19:00,
27-02-00 18:00,7.9
27-02-00 17:00,8.0
27-02-00 16:00,8.0
27-02-00 15:00,5.0
27-02-00 14:00,5.8
27-02-00 13:00,7.7
27-02-00 12:00,11.2
27-02-00 11:00,14.5
27-02-00 10:00,32.7
27-02-00 09:00,28.8
27-02-00 08:00,8.5
27-02-00 07:00,5.9
27-02-00 06:00,6.6
27-02-00 05:00,8.2
27-02-00 04:00,8.5
27-02-00 03:00,8.1
27-02-00 02:00,8.5
27-02-00 01:00,11.0
27-02-00 00:00,11.4
26-02-00 23:00,8.6
26-02-00 22:00,8.4
26-02-00 21:00,7.7
26-02-00 20:00,
26-02-00 19:00,7.0
26-02-00 18:00,5.2
26-02-00 17:00,6.1
26-02-00 16:00,5.4
26-02-00 15:00,5.0
26-02-00 14:00,5.9
