Datum Zeit,Schwartenberg PM2.5
,µg/m³
29-02-00,
28-02-00,
27-02-00,
26-02-00,
25-02-00,
24-02-00,
23-02-00,
22-02-00,
21-02-00,
20-02-00,
19-02-00,
18-02-00,
17-02-00,
16-02-00,4.03
15-02-00,3.78
14-02-00,6.29
13-02-00,8.63
12-02-00,7.99
11-02-00,4.65
10-02-00,8.39
09-02-00,4.72
08-02-00,3.99
07-02-00,11.60
06-02-00,22.28
05-02-00,10.79
04-02-00,6.29
03-02-00,4.69
02-02-00,10.22
01-02-00,6.43

