Datum Zeit,Schwartenberg PM10
,µg/m³
29-02-00,5
28-02-00,27
27-02-00,24
26-02-00,14
25-02-00,3
24-02-00,9
23-02-00,17
22-02-00,7
21-02-00,9
20-02-00,14
19-02-00,4
18-02-00,8
17-02-00,5
16-02-00,5
15-02-00,5
14-02-00,8
13-02-00,5
12-02-00,12
11-02-00,7
10-02-00,17
09-02-00,7
08-02-00,4
07-02-00,15
06-02-00,48
05-02-00,28
04-02-00,10
03-02-00,7
02-02-00,11
01-02-00,

