Datum Zeit,Borna O3
,µg/m³
01-03-00 00:00,68
29-02-00 23:00,67
29-02-00 22:00,62
29-02-00 21:00,58
29-02-00 20:00,53
29-02-00 19:00,46
29-02-00 18:00,45
29-02-00 17:00,
29-02-00 16:00,28
29-02-00 15:00,32
29-02-00 14:00,40
29-02-00 13:00,45
29-02-00 12:00,39
29-02-00 11:00,26
29-02-00 10:00,13
29-02-00 09:00,10
29-02-00 08:00,10
29-02-00 07:00,20
29-02-00 06:00,36
29-02-00 05:00,40
29-02-00 04:00,48
29-02-00 03:00,53
29-02-00 02:00,54
29-02-00 01:00,67
29-02-00 00:00,77
28-02-00 23:00,64
28-02-00 22:00,61
28-02-00 21:00,34
28-02-00 20:00,28
28-02-00 19:00,28
28-02-00 18:00,32
28-02-00 17:00,
28-02-00 16:00,44
28-02-00 15:00,49
28-02-00 14:00,47
28-02-00 13:00,48
28-02-00 12:00,47
28-02-00 11:00,46
28-02-00 10:00,40
28-02-00 09:00,38
28-02-00 08:00,35
28-02-00 07:00,41
28-02-00 06:00,55
28-02-00 05:00,60
28-02-00 04:00,65
28-02-00 03:00,70
28-02-00 02:00,70
28-02-00 01:00,66
28-02-00 00:00,64
27-02-00 23:00,53
27-02-00 22:00,58
27-02-00 21:00,55
27-02-00 20:00,48
27-02-00 19:00,46
27-02-00 18:00,
27-02-00 17:00,52
27-02-00 16:00,58
27-02-00 15:00,61
27-02-00 14:00,61
27-02-00 13:00,54
27-02-00 12:00,46
27-02-00 11:00,34
27-02-00 10:00,27
27-02-00 09:00,26
27-02-00 08:00,20
27-02-00 07:00,18
27-02-00 06:00,17
27-02-00 05:00,14
27-02-00 04:00,6
27-02-00 03:00,2
27-02-00 02:00,7
27-02-00 01:00,16
27-02-00 00:00,8
26-02-00 23:00,6
26-02-00 22:00,6
26-02-00 21:00,6
26-02-00 20:00,3
26-02-00 19:00,10
26-02-00 18:00,
26-02-00 17:00,47
26-02-00 16:00,52
26-02-00 15:00,48
26-02-00 14:00,41
26-02-00 13:00,39
26-02-00 12:00,32
26-02-00 11:00,31
26-02-00 10:00,23
26-02-00 09:00,22
26-02-00 08:00,24
26-02-00 07:00,22
26-02-00 06:00,23
26-02-00 05:00,27
26-02-00 04:00,23
26-02-00 03:00,28
26-02-00 02:00,37
26-02-00 01:00,36
26-02-00 00:00,21
25-02-00 23:00,20
25-02-00 22:00,34
25-02-00 21:00,34
25-02-00 20:00,37
25-02-00 19:00,
25-02-00 18:00,37
25-02-00 17:00,28
25-02-00 16:00,24
25-02-00 15:00,18
25-02-00 14:00,18
25-02-00 13:00,16
25-02-00 12:00,25
25-02-00 11:00,37
25-02-00 10:00,41
25-02-00 09:00,47
25-02-00 08:00,44
25-02-00 07:00,31
25-02-00 06:00,32
25-02-00 05:00,43
25-02-00 04:00,50
25-02-00 03:00,45
25-02-00 02:00,32
25-02-00 01:00,57
25-02-00 00:00,26
24-02-00 23:00,18
24-02-00 22:00,21
24-02-00 21:00,20
24-02-00 20:00,26
24-02-00 19:00,
24-02-00 18:00,18
24-02-00 17:00,19
24-02-00 16:00,24
24-02-00 15:00,24
24-02-00 14:00,28
24-02-00 13:00,30
24-02-00 12:00,28
24-02-00 11:00,20
24-02-00 10:00,13
24-02-00 09:00,8
24-02-00 08:00,7
24-02-00 07:00,5
24-02-00 06:00,5
24-02-00 05:00,6
24-02-00 04:00,10
24-02-00 03:00,11
24-02-00 02:00,13
24-02-00 01:00,12
24-02-00 00:00,7
23-02-00 23:00,9
23-02-00 22:00,8
23-02-00 21:00,13
23-02-00 20:00,
