Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-03-00 00:00,67
29-02-00 23:00,62
29-02-00 22:00,56
29-02-00 21:00,57
29-02-00 20:00,61
29-02-00 19:00,56
29-02-00 18:00,56
29-02-00 17:00,58
29-02-00 16:00,46
29-02-00 15:00,53
29-02-00 14:00,58
29-02-00 13:00,62
29-02-00 12:00,56
29-02-00 11:00,53
29-02-00 10:00,42
29-02-00 09:00,39
29-02-00 08:00,27
29-02-00 07:00,
29-02-00 06:00,55
29-02-00 05:00,59
29-02-00 04:00,60
29-02-00 03:00,60
29-02-00 02:00,67
29-02-00 01:00,69
29-02-00 00:00,70
28-02-00 23:00,52
28-02-00 22:00,46
28-02-00 21:00,52
28-02-00 20:00,56
28-02-00 19:00,44
28-02-00 18:00,45
28-02-00 17:00,52
28-02-00 16:00,65
28-02-00 15:00,60
28-02-00 14:00,63
28-02-00 13:00,60
28-02-00 12:00,52
28-02-00 11:00,47
28-02-00 10:00,45
28-02-00 09:00,33
28-02-00 08:00,
28-02-00 07:00,44
28-02-00 06:00,52
28-02-00 05:00,59
28-02-00 04:00,62
28-02-00 03:00,61
28-02-00 02:00,61
28-02-00 01:00,62
28-02-00 00:00,60
27-02-00 23:00,54
27-02-00 22:00,48
27-02-00 21:00,40
27-02-00 20:00,36
27-02-00 19:00,35
27-02-00 18:00,52
27-02-00 17:00,62
27-02-00 16:00,60
27-02-00 15:00,57
27-02-00 14:00,60
27-02-00 13:00,50
27-02-00 12:00,39
27-02-00 11:00,25
27-02-00 10:00,21
27-02-00 09:00,18
27-02-00 08:00,
27-02-00 07:00,16
27-02-00 06:00,16
27-02-00 05:00,17
27-02-00 04:00,15
27-02-00 03:00,11
27-02-00 02:00,11
27-02-00 01:00,14
27-02-00 00:00,13
26-02-00 23:00,3
26-02-00 22:00,3
26-02-00 21:00,2
26-02-00 20:00,3
26-02-00 19:00,5
26-02-00 18:00,38
26-02-00 17:00,45
26-02-00 16:00,32
26-02-00 15:00,50
26-02-00 14:00,41
26-02-00 13:00,35
26-02-00 12:00,32
26-02-00 11:00,25
26-02-00 10:00,27
26-02-00 09:00,
26-02-00 08:00,24
26-02-00 07:00,27
26-02-00 06:00,29
26-02-00 05:00,24
26-02-00 04:00,29
26-02-00 03:00,23
26-02-00 02:00,17
26-02-00 01:00,17
26-02-00 00:00,21
25-02-00 23:00,21
25-02-00 22:00,
25-02-00 21:00,32
25-02-00 20:00,30
25-02-00 19:00,29
25-02-00 18:00,16
25-02-00 17:00,10
25-02-00 16:00,17
25-02-00 15:00,15
25-02-00 14:00,11
25-02-00 13:00,10
25-02-00 12:00,7
25-02-00 11:00,8
25-02-00 10:00,6
25-02-00 09:00,13
25-02-00 08:00,9
25-02-00 07:00,15
25-02-00 06:00,16
25-02-00 05:00,31
25-02-00 04:00,38
25-02-00 03:00,33
25-02-00 02:00,21
25-02-00 01:00,38
25-02-00 00:00,27
24-02-00 23:00,20
24-02-00 22:00,
24-02-00 21:00,18
24-02-00 20:00,15
24-02-00 19:00,18
24-02-00 18:00,21
24-02-00 17:00,27
24-02-00 16:00,28
24-02-00 15:00,35
24-02-00 14:00,38
24-02-00 13:00,38
24-02-00 12:00,30
24-02-00 11:00,22
24-02-00 10:00,13
24-02-00 09:00,7
24-02-00 08:00,2
24-02-00 07:00,2
24-02-00 06:00,5
24-02-00 05:00,9
24-02-00 04:00,10
24-02-00 03:00,8
24-02-00 02:00,5
24-02-00 01:00,5
24-02-00 00:00,6
23-02-00 23:00,
23-02-00 22:00,12
23-02-00 21:00,22
23-02-00 20:00,15
23-02-00 19:00,4
23-02-00 18:00,12
23-02-00 17:00,18
23-02-00 16:00,41
23-02-00 15:00,32
23-02-00 14:00,22
23-02-00 13:00,16
23-02-00 12:00,15
23-02-00 11:00,12
23-02-00 10:00,5
23-02-00 09:00,3
23-02-00 08:00,2
23-02-00 07:00,3
23-02-00 06:00,12
23-02-00 05:00,11
23-02-00 04:00,11
23-02-00 03:00,15
23-02-00 02:00,13
23-02-00 01:00,11
23-02-00 00:00,9
22-02-00 23:00,
22-02-00 22:00,10
22-02-00 21:00,6
22-02-00 20:00,11
22-02-00 19:00,23
22-02-00 18:00,23
22-02-00 17:00,27
22-02-00 16:00,24
22-02-00 15:00,26
22-02-00 14:00,26
22-02-00 13:00,20
22-02-00 12:00,23
22-02-00 11:00,20
22-02-00 10:00,10
22-02-00 09:00,6
22-02-00 08:00,6
22-02-00 07:00,11
22-02-00 06:00,20
22-02-00 05:00,25
22-02-00 04:00,24
22-02-00 03:00,15
22-02-00 02:00,17
22-02-00 01:00,9
22-02-00 00:00,
21-02-00 23:00,3
21-02-00 22:00,5
21-02-00 21:00,3
21-02-00 20:00,9
21-02-00 19:00,16
21-02-00 18:00,15
21-02-00 17:00,21
21-02-00 16:00,31
21-02-00 15:00,31
21-02-00 14:00,43
21-02-00 13:00,36
21-02-00 12:00,24
21-02-00 11:00,14
21-02-00 10:00,10
21-02-00 09:00,5
21-02-00 08:00,4
21-02-00 07:00,5
21-02-00 06:00,11
21-02-00 05:00,19
21-02-00 04:00,14
21-02-00 03:00,17
21-02-00 02:00,18
21-02-00 01:00,26
21-02-00 00:00,
20-02-00 23:00,27
20-02-00 22:00,31
20-02-00 21:00,35
20-02-00 20:00,28
20-02-00 19:00,25
20-02-00 18:00,30
20-02-00 17:00,34
20-02-00 16:00,29
20-02-00 15:00,31
20-02-00 14:00,37
20-02-00 13:00,33
20-02-00 12:00,27
20-02-00 11:00,22
20-02-00 10:00,20
20-02-00 09:00,23
20-02-00 08:00,23
20-02-00 07:00,20
20-02-00 06:00,12
20-02-00 05:00,13
20-02-00 04:00,10
20-02-00 03:00,14
20-02-00 02:00,15
20-02-00 01:00,
20-02-00 00:00,16
19-02-00 23:00,19
19-02-00 22:00,27
19-02-00 21:00,23
19-02-00 20:00,13
19-02-00 19:00,14
19-02-00 18:00,8
19-02-00 17:00,11
