Datum Zeit,Bautzen NO2
,µg/m³
01-04-00 00:00,25
31-03-00 23:00,26
31-03-00 22:00,36
31-03-00 21:00,
31-03-00 20:00,43
31-03-00 19:00,49
31-03-00 18:00,39
31-03-00 17:00,34
31-03-00 16:00,35
31-03-00 15:00,41
31-03-00 14:00,42
31-03-00 13:00,36
31-03-00 12:00,40
31-03-00 11:00,37
31-03-00 10:00,41
31-03-00 09:00,41
31-03-00 08:00,43
31-03-00 07:00,43
31-03-00 06:00,41
31-03-00 05:00,27
31-03-00 04:00,20
31-03-00 03:00,14
31-03-00 02:00,17
31-03-00 01:00,33
31-03-00 00:00,33
30-03-00 23:00,46
30-03-00 22:00,
30-03-00 21:00,53
30-03-00 20:00,51
30-03-00 19:00,43
30-03-00 18:00,46
30-03-00 17:00,44
30-03-00 16:00,42
30-03-00 15:00,49
30-03-00 14:00,40
30-03-00 13:00,36
30-03-00 12:00,32
30-03-00 11:00,34
30-03-00 10:00,32
30-03-00 09:00,29
30-03-00 08:00,25
30-03-00 07:00,26
30-03-00 06:00,30
30-03-00 05:00,19
30-03-00 04:00,14
30-03-00 03:00,12
30-03-00 02:00,14
30-03-00 01:00,14
30-03-00 00:00,14
29-03-00 23:00,16
29-03-00 22:00,
29-03-00 21:00,21
29-03-00 20:00,25
29-03-00 19:00,26
29-03-00 18:00,27
29-03-00 17:00,30
29-03-00 16:00,31
29-03-00 15:00,30
29-03-00 14:00,29
29-03-00 13:00,26
29-03-00 12:00,25
29-03-00 11:00,26
29-03-00 10:00,30
29-03-00 09:00,34
29-03-00 08:00,41
29-03-00 07:00,39
29-03-00 06:00,46
29-03-00 05:00,37
29-03-00 04:00,26
29-03-00 03:00,25
29-03-00 02:00,24
29-03-00 01:00,22
29-03-00 00:00,27
28-03-00 23:00,
28-03-00 22:00,24
28-03-00 21:00,25
28-03-00 20:00,30
28-03-00 19:00,36
28-03-00 18:00,35
28-03-00 17:00,36
28-03-00 16:00,34
28-03-00 15:00,36
28-03-00 14:00,39
28-03-00 13:00,36
28-03-00 12:00,40
28-03-00 11:00,42
28-03-00 10:00,43
28-03-00 09:00,43
28-03-00 08:00,40
28-03-00 07:00,45
28-03-00 06:00,34
28-03-00 05:00,27
28-03-00 04:00,17
28-03-00 03:00,13
28-03-00 02:00,12
28-03-00 01:00,13
28-03-00 00:00,13
27-03-00 23:00,
27-03-00 22:00,15
27-03-00 21:00,19
27-03-00 20:00,21
27-03-00 19:00,26
27-03-00 18:00,28
27-03-00 17:00,29
27-03-00 16:00,38
27-03-00 15:00,36
27-03-00 14:00,38
27-03-00 13:00,43
27-03-00 12:00,44
27-03-00 11:00,40
27-03-00 10:00,54
27-03-00 09:00,47
27-03-00 08:00,44
27-03-00 07:00,44
27-03-00 06:00,34
27-03-00 05:00,22
27-03-00 04:00,15
27-03-00 03:00,11
27-03-00 02:00,12
27-03-00 01:00,10
27-03-00 00:00,
26-03-00 23:00,14
26-03-00 22:00,15
26-03-00 21:00,26
26-03-00 20:00,26
26-03-00 19:00,28
26-03-00 18:00,28
26-03-00 17:00,23
