Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-04-00 00:00,31
31-03-00 23:00,
31-03-00 22:00,49
31-03-00 21:00,49
31-03-00 20:00,41
31-03-00 19:00,37
31-03-00 18:00,42
31-03-00 17:00,39
31-03-00 16:00,33
31-03-00 15:00,41
31-03-00 14:00,50
31-03-00 13:00,57
31-03-00 12:00,62
31-03-00 11:00,54
31-03-00 10:00,49
31-03-00 09:00,43
31-03-00 08:00,38
31-03-00 07:00,47
31-03-00 06:00,51
31-03-00 05:00,55
31-03-00 04:00,53
31-03-00 03:00,48
31-03-00 02:00,44
31-03-00 01:00,38
31-03-00 00:00,40
30-03-00 23:00,
30-03-00 22:00,37
30-03-00 21:00,29
30-03-00 20:00,28
30-03-00 19:00,25
30-03-00 18:00,27
30-03-00 17:00,33
30-03-00 16:00,36
30-03-00 15:00,42
30-03-00 14:00,47
30-03-00 13:00,51
30-03-00 12:00,50
30-03-00 11:00,46
30-03-00 10:00,44
30-03-00 09:00,40
30-03-00 08:00,53
30-03-00 07:00,51
30-03-00 06:00,57
30-03-00 05:00,72
30-03-00 04:00,60
30-03-00 03:00,52
30-03-00 02:00,69
30-03-00 01:00,81
30-03-00 00:00,
29-03-00 23:00,73
29-03-00 22:00,70
29-03-00 21:00,70
29-03-00 20:00,66
29-03-00 19:00,62
29-03-00 18:00,59
29-03-00 17:00,58
29-03-00 16:00,58
29-03-00 15:00,52
29-03-00 14:00,54
29-03-00 13:00,42
29-03-00 12:00,43
29-03-00 11:00,33
29-03-00 10:00,44
29-03-00 09:00,37
29-03-00 08:00,17
29-03-00 07:00,18
29-03-00 06:00,23
29-03-00 05:00,36
29-03-00 04:00,32
29-03-00 03:00,37
29-03-00 02:00,42
29-03-00 01:00,31
29-03-00 00:00,
28-03-00 23:00,30
28-03-00 22:00,27
28-03-00 21:00,30
28-03-00 20:00,28
28-03-00 19:00,29
28-03-00 18:00,30
28-03-00 17:00,31
28-03-00 16:00,31
28-03-00 15:00,34
28-03-00 14:00,33
28-03-00 13:00,36
28-03-00 12:00,34
28-03-00 11:00,31
28-03-00 10:00,35
28-03-00 09:00,33
28-03-00 08:00,36
28-03-00 07:00,40
28-03-00 06:00,54
28-03-00 05:00,69
28-03-00 04:00,72
28-03-00 03:00,68
28-03-00 02:00,71
28-03-00 01:00,
28-03-00 00:00,73
27-03-00 23:00,75
27-03-00 22:00,69
27-03-00 21:00,67
27-03-00 20:00,63
27-03-00 19:00,57
27-03-00 18:00,57
27-03-00 17:00,53
27-03-00 16:00,48
27-03-00 15:00,50
27-03-00 14:00,52
27-03-00 13:00,52
27-03-00 12:00,60
27-03-00 11:00,57
27-03-00 10:00,56
27-03-00 09:00,52
27-03-00 08:00,51
27-03-00 07:00,44
27-03-00 06:00,37
27-03-00 05:00,57
27-03-00 04:00,72
27-03-00 03:00,79
27-03-00 02:00,80
27-03-00 01:00,
27-03-00 00:00,39
26-03-00 23:00,31
26-03-00 22:00,32
26-03-00 21:00,29
26-03-00 20:00,46
26-03-00 19:00,64
26-03-00 18:00,64
26-03-00 17:00,69
26-03-00 16:00,64
26-03-00 15:00,60
26-03-00 14:00,65
26-03-00 13:00,79
26-03-00 12:00,80
26-03-00 11:00,80
26-03-00 10:00,84
26-03-00 09:00,76
26-03-00 08:00,49
26-03-00 07:00,23
26-03-00 06:00,23
26-03-00 05:00,26
26-03-00 04:00,22
26-03-00 03:00,14
26-03-00 02:00,
26-03-00 01:00,12
26-03-00 00:00,7
25-03-00 23:00,6
25-03-00 22:00,6
25-03-00 21:00,11
25-03-00 20:00,19
25-03-00 19:00,34
25-03-00 18:00,67
25-03-00 17:00,78
25-03-00 16:00,79
25-03-00 15:00,74
25-03-00 14:00,69
25-03-00 13:00,69
25-03-00 12:00,68
25-03-00 11:00,67
25-03-00 10:00,50
25-03-00 09:00,41
25-03-00 08:00,42
25-03-00 07:00,35
25-03-00 06:00,50
25-03-00 05:00,46
25-03-00 04:00,18
25-03-00 03:00,24
25-03-00 02:00,
25-03-00 01:00,18
25-03-00 00:00,19
24-03-00 23:00,28
24-03-00 22:00,43
24-03-00 21:00,49
