Datum Zeit,Leipzig-West NO2
,µg/m³
01-04-00 00:00,26
31-03-00 23:00,39
31-03-00 22:00,40
31-03-00 21:00,38
31-03-00 20:00,40
31-03-00 19:00,33
31-03-00 18:00,33
31-03-00 17:00,33
31-03-00 16:00,28
31-03-00 15:00,23
31-03-00 14:00,25
31-03-00 13:00,22
31-03-00 12:00,21
31-03-00 11:00,26
31-03-00 10:00,29
31-03-00 09:00,30
31-03-00 08:00,35
31-03-00 07:00,29
31-03-00 06:00,23
31-03-00 05:00,16
31-03-00 04:00,15
31-03-00 03:00,
31-03-00 02:00,15
31-03-00 01:00,13
31-03-00 00:00,14
30-03-00 23:00,15
30-03-00 22:00,21
30-03-00 21:00,31
30-03-00 20:00,22
30-03-00 19:00,22
30-03-00 18:00,22
30-03-00 17:00,18
30-03-00 16:00,18
30-03-00 15:00,19
30-03-00 14:00,19
30-03-00 13:00,20
30-03-00 12:00,21
30-03-00 11:00,21
30-03-00 10:00,23
30-03-00 09:00,24
30-03-00 08:00,28
30-03-00 07:00,29
30-03-00 06:00,23
30-03-00 05:00,18
30-03-00 04:00,
30-03-00 03:00,13
30-03-00 02:00,12
30-03-00 01:00,12
30-03-00 00:00,14
29-03-00 23:00,15
29-03-00 22:00,16
29-03-00 21:00,16
29-03-00 20:00,18
29-03-00 19:00,22
29-03-00 18:00,23
29-03-00 17:00,23
29-03-00 16:00,23
29-03-00 15:00,23
29-03-00 14:00,22
29-03-00 13:00,20
29-03-00 12:00,20
29-03-00 11:00,21
29-03-00 10:00,25
29-03-00 09:00,33
29-03-00 08:00,39
29-03-00 07:00,42
29-03-00 06:00,42
29-03-00 05:00,27
29-03-00 04:00,
29-03-00 03:00,22
29-03-00 02:00,23
29-03-00 01:00,22
29-03-00 00:00,21
28-03-00 23:00,22
28-03-00 22:00,26
28-03-00 21:00,33
28-03-00 20:00,35
28-03-00 19:00,33
28-03-00 18:00,27
28-03-00 17:00,24
28-03-00 16:00,26
28-03-00 15:00,25
28-03-00 14:00,23
28-03-00 13:00,24
28-03-00 12:00,24
28-03-00 11:00,25
28-03-00 10:00,25
28-03-00 09:00,23
28-03-00 08:00,21
28-03-00 07:00,19
28-03-00 06:00,15
28-03-00 05:00,
28-03-00 04:00,9
28-03-00 03:00,8
28-03-00 02:00,10
28-03-00 01:00,12
28-03-00 00:00,18
27-03-00 23:00,13
27-03-00 22:00,12
27-03-00 21:00,12
27-03-00 20:00,13
27-03-00 19:00,15
27-03-00 18:00,14
27-03-00 17:00,13
27-03-00 16:00,13
27-03-00 15:00,16
27-03-00 14:00,19
27-03-00 13:00,20
27-03-00 12:00,21
27-03-00 11:00,19
27-03-00 10:00,23
27-03-00 09:00,27
27-03-00 08:00,28
27-03-00 07:00,36
27-03-00 06:00,31
27-03-00 05:00,
27-03-00 04:00,15
27-03-00 03:00,16
27-03-00 02:00,15
27-03-00 01:00,15
27-03-00 00:00,19
26-03-00 23:00,19
26-03-00 22:00,30
26-03-00 21:00,27
26-03-00 20:00,23
26-03-00 19:00,19
26-03-00 18:00,14
26-03-00 17:00,10
26-03-00 16:00,10
26-03-00 15:00,9
26-03-00 14:00,11
26-03-00 13:00,9
26-03-00 12:00,11
26-03-00 11:00,11
26-03-00 10:00,11
26-03-00 09:00,13
26-03-00 08:00,18
26-03-00 07:00,17
26-03-00 06:00,
26-03-00 05:00,17
26-03-00 04:00,20
26-03-00 03:00,23
26-03-00 02:00,24
26-03-00 01:00,26
26-03-00 00:00,28
25-03-00 23:00,35
25-03-00 22:00,51
25-03-00 21:00,43
25-03-00 20:00,27
25-03-00 19:00,22
25-03-00 18:00,18
25-03-00 17:00,17
25-03-00 16:00,16
25-03-00 15:00,13
25-03-00 14:00,14
25-03-00 13:00,16
25-03-00 12:00,21
25-03-00 11:00,24
25-03-00 10:00,21
25-03-00 09:00,16
25-03-00 08:00,16
25-03-00 07:00,17
25-03-00 06:00,
25-03-00 05:00,17
25-03-00 04:00,23
25-03-00 03:00,38
25-03-00 02:00,40
25-03-00 01:00,43
25-03-00 00:00,46
24-03-00 23:00,43
24-03-00 22:00,40
24-03-00 21:00,36
24-03-00 20:00,34
24-03-00 19:00,40
24-03-00 18:00,41
24-03-00 17:00,43
24-03-00 16:00,42
24-03-00 15:00,41
24-03-00 14:00,43
24-03-00 13:00,47
24-03-00 12:00,44
24-03-00 11:00,40
24-03-00 10:00,36
24-03-00 09:00,43
24-03-00 08:00,40
24-03-00 07:00,
24-03-00 06:00,22
24-03-00 05:00,21
24-03-00 04:00,22
24-03-00 03:00,23
24-03-00 02:00,23
24-03-00 01:00,21
24-03-00 00:00,19
23-03-00 23:00,25
23-03-00 22:00,31
23-03-00 21:00,36
23-03-00 20:00,37
23-03-00 19:00,31
23-03-00 18:00,25
23-03-00 17:00,23
23-03-00 16:00,24
23-03-00 15:00,31
23-03-00 14:00,27
23-03-00 13:00,40
23-03-00 12:00,56
23-03-00 11:00,53
23-03-00 10:00,36
23-03-00 09:00,42
23-03-00 08:00,53
23-03-00 07:00,
23-03-00 06:00,47
23-03-00 05:00,43
23-03-00 04:00,42
23-03-00 03:00,46
23-03-00 02:00,45
23-03-00 01:00,40
23-03-00 00:00,41
22-03-00 23:00,45
22-03-00 22:00,52
22-03-00 21:00,81
22-03-00 20:00,89
22-03-00 19:00,52
22-03-00 18:00,39
22-03-00 17:00,26
22-03-00 16:00,20
22-03-00 15:00,17
22-03-00 14:00,19
22-03-00 13:00,28
22-03-00 12:00,35
22-03-00 11:00,33
22-03-00 10:00,42
22-03-00 09:00,37
22-03-00 08:00,
22-03-00 07:00,39
22-03-00 06:00,38
22-03-00 05:00,37
22-03-00 04:00,38
22-03-00 03:00,39
22-03-00 02:00,42
22-03-00 01:00,47
