Datum Zeit,Schwartenberg BEN
,µg/m³
01-04-00 00:00,1.3
31-03-00 23:00,1.3
31-03-00 22:00,1.5
31-03-00 21:00,1.5
31-03-00 20:00,1.5
31-03-00 19:00,1.4
31-03-00 18:00,1.4
31-03-00 17:00,1.3
31-03-00 16:00,1.1
31-03-00 15:00,1.1
31-03-00 14:00,1.1
31-03-00 13:00,0.9
31-03-00 12:00,1.0
31-03-00 11:00,1.1
31-03-00 10:00,1.2
31-03-00 09:00,1.1
31-03-00 08:00,1.2
31-03-00 07:00,1.2
31-03-00 06:00,1.1
31-03-00 05:00,1.3
31-03-00 04:00,1.4
31-03-00 03:00,1.5
31-03-00 02:00,1.4
31-03-00 01:00,1.4
31-03-00 00:00,1.3
30-03-00 23:00,1.4
30-03-00 22:00,1.5
30-03-00 21:00,1.6
30-03-00 20:00,1.6
30-03-00 19:00,1.5
30-03-00 18:00,1.7
30-03-00 17:00,1.6
30-03-00 16:00,1.7
30-03-00 15:00,1.3
30-03-00 14:00,1.2
30-03-00 13:00,1.1
30-03-00 12:00,1.0
30-03-00 11:00,1.0
30-03-00 10:00,1.0
30-03-00 09:00,0.9
30-03-00 08:00,0.9
30-03-00 07:00,0.7
30-03-00 06:00,1.0
30-03-00 05:00,1.0
30-03-00 04:00,1.0
30-03-00 03:00,1.2
30-03-00 02:00,1.3
30-03-00 01:00,1.5
30-03-00 00:00,1.7
29-03-00 23:00,1.6
29-03-00 22:00,1.6
29-03-00 21:00,1.3
29-03-00 20:00,1.5
29-03-00 19:00,1.4
29-03-00 18:00,1.4
29-03-00 17:00,1.3
29-03-00 16:00,1.2
29-03-00 15:00,1.1
29-03-00 14:00,1.2
29-03-00 13:00,1.2
29-03-00 12:00,1.2
29-03-00 11:00,1.1
29-03-00 10:00,1.1
29-03-00 09:00,0.9
29-03-00 08:00,0.9
29-03-00 07:00,
29-03-00 06:00,
29-03-00 05:00,
29-03-00 04:00,
29-03-00 03:00,
29-03-00 02:00,
29-03-00 01:00,
29-03-00 00:00,
28-03-00 23:00,
28-03-00 22:00,
28-03-00 21:00,1.3
28-03-00 20:00,1.3
28-03-00 19:00,1.3
28-03-00 18:00,1.4
28-03-00 17:00,1.6
28-03-00 16:00,1.4
28-03-00 15:00,1.3
28-03-00 14:00,1.1
28-03-00 13:00,1.1
28-03-00 12:00,1.1
28-03-00 11:00,
28-03-00 10:00,
28-03-00 09:00,
28-03-00 08:00,
28-03-00 07:00,
28-03-00 06:00,0.6
28-03-00 05:00,0.6
28-03-00 04:00,0.6
28-03-00 03:00,0.6
28-03-00 02:00,0.5
28-03-00 01:00,0.6
28-03-00 00:00,0.6
27-03-00 23:00,0.7
27-03-00 22:00,0.7
27-03-00 21:00,0.7
27-03-00 20:00,0.7
27-03-00 19:00,0.7
27-03-00 18:00,0.8
27-03-00 17:00,0.7
27-03-00 16:00,0.7
27-03-00 15:00,0.7
27-03-00 14:00,0.7
27-03-00 13:00,0.6
27-03-00 12:00,0.7
27-03-00 11:00,0.8
27-03-00 10:00,0.9
27-03-00 09:00,0.8
27-03-00 08:00,0.7
27-03-00 07:00,0.6
27-03-00 06:00,0.5
27-03-00 05:00,0.5
27-03-00 04:00,0.5
27-03-00 03:00,0.5
27-03-00 02:00,0.5
27-03-00 01:00,0.5
27-03-00 00:00,0.5
26-03-00 23:00,0.5
26-03-00 22:00,0.5
26-03-00 21:00,0.5
26-03-00 20:00,0.6
26-03-00 19:00,0.7
26-03-00 18:00,0.7
26-03-00 17:00,0.9
26-03-00 16:00,0.9
26-03-00 15:00,4.4
26-03-00 14:00,0.8
26-03-00 13:00,1.3
26-03-00 12:00,2.4
26-03-00 11:00,1.6
26-03-00 10:00,3.8
26-03-00 09:00,1.7
26-03-00 08:00,7.2
26-03-00 07:00,2.9
26-03-00 06:00,4.4
26-03-00 05:00,1.8
26-03-00 04:00,1.7
26-03-00 03:00,0.9
26-03-00 02:00,0.7
26-03-00 01:00,0.6
26-03-00 00:00,0.7
25-03-00 23:00,1.1
25-03-00 22:00,1.8
25-03-00 21:00,1.1
25-03-00 20:00,1.1
25-03-00 19:00,1.0
25-03-00 18:00,0.5
25-03-00 17:00,0.5
25-03-00 16:00,0.6
25-03-00 15:00,0.6
25-03-00 14:00,0.5
25-03-00 13:00,0.5
25-03-00 12:00,0.7
25-03-00 11:00,0.9
25-03-00 10:00,0.8
25-03-00 09:00,0.8
25-03-00 08:00,1.2
25-03-00 07:00,1.3
25-03-00 06:00,1.6
25-03-00 05:00,2.3
25-03-00 04:00,3.5
25-03-00 03:00,3.7
25-03-00 02:00,3.4
25-03-00 01:00,2.8
25-03-00 00:00,5.3
24-03-00 23:00,3.7
24-03-00 22:00,2.3
24-03-00 21:00,2.8
24-03-00 20:00,2.6
24-03-00 19:00,4.3
24-03-00 18:00,2.6
24-03-00 17:00,8.2
24-03-00 16:00,
24-03-00 15:00,
24-03-00 14:00,
24-03-00 13:00,
24-03-00 12:00,
24-03-00 11:00,2.3
24-03-00 10:00,1.5
24-03-00 09:00,1.2
24-03-00 08:00,1.5
24-03-00 07:00,4.2
24-03-00 06:00,11.5
24-03-00 05:00,7.7
24-03-00 04:00,2.7
24-03-00 03:00,2.1
24-03-00 02:00,1.3
24-03-00 01:00,1.1
