Datum Zeit,Glauchau SO2
,µg/m³
01-04-00 00:00,
31-03-00 23:00,1.3
31-03-00 22:00,2.0
31-03-00 21:00,
31-03-00 20:00,1.6
31-03-00 19:00,2.9
31-03-00 18:00,3.6
31-03-00 17:00,3.6
31-03-00 16:00,2.3
31-03-00 15:00,3.5
31-03-00 14:00,2.9
31-03-00 13:00,3.8
31-03-00 12:00,3.1
31-03-00 11:00,2.1
31-03-00 10:00,1.3
31-03-00 09:00,1.2
31-03-00 08:00,1.2
31-03-00 07:00,1.0
31-03-00 06:00,1.0
31-03-00 05:00,1.0
31-03-00 04:00,1.0
31-03-00 03:00,1.0
31-03-00 02:00,1.1
31-03-00 01:00,1.8
31-03-00 00:00,
30-03-00 23:00,1.6
30-03-00 22:00,3.3
30-03-00 21:00,
30-03-00 20:00,2.9
30-03-00 19:00,3.3
30-03-00 18:00,3.4
30-03-00 17:00,2.9
30-03-00 16:00,2.6
30-03-00 15:00,2.7
30-03-00 14:00,3.1
30-03-00 13:00,3.6
30-03-00 12:00,4.0
30-03-00 11:00,2.5
30-03-00 10:00,3.5
30-03-00 09:00,3.0
30-03-00 08:00,3.4
30-03-00 07:00,3.1
30-03-00 06:00,3.0
30-03-00 05:00,3.6
30-03-00 04:00,3.2
30-03-00 03:00,4.0
30-03-00 02:00,4.8
30-03-00 01:00,5.8
30-03-00 00:00,
29-03-00 23:00,3.6
29-03-00 22:00,
29-03-00 21:00,6.4
29-03-00 20:00,6.3
29-03-00 19:00,6.0
29-03-00 18:00,6.2
29-03-00 17:00,5.3
29-03-00 16:00,4.8
29-03-00 15:00,6.2
29-03-00 14:00,5.2
29-03-00 13:00,5.9
29-03-00 12:00,5.7
29-03-00 11:00,5.4
29-03-00 10:00,5.4
29-03-00 09:00,7.0
29-03-00 08:00,9.1
29-03-00 07:00,5.5
29-03-00 06:00,3.3
29-03-00 05:00,2.3
29-03-00 04:00,1.9
29-03-00 03:00,2.2
29-03-00 02:00,1.2
29-03-00 01:00,2.3
29-03-00 00:00,
28-03-00 23:00,4.3
28-03-00 22:00,
28-03-00 21:00,4.9
28-03-00 20:00,4.8
28-03-00 19:00,4.9
28-03-00 18:00,7.1
28-03-00 17:00,5.5
28-03-00 16:00,4.9
28-03-00 15:00,5.2
28-03-00 14:00,5.7
28-03-00 13:00,7.6
28-03-00 12:00,5.8
28-03-00 11:00,4.3
28-03-00 10:00,3.1
28-03-00 09:00,2.8
28-03-00 08:00,2.1
28-03-00 07:00,2.5
28-03-00 06:00,2.8
28-03-00 05:00,2.6
28-03-00 04:00,2.1
28-03-00 03:00,1.8
28-03-00 02:00,1.6
28-03-00 01:00,2.1
28-03-00 00:00,
27-03-00 23:00,
27-03-00 22:00,1.2
27-03-00 21:00,1.0
27-03-00 20:00,1.0
27-03-00 19:00,1.2
27-03-00 18:00,1.5
27-03-00 17:00,1.0
27-03-00 16:00,1.5
27-03-00 15:00,2.4
27-03-00 14:00,1.6
27-03-00 13:00,2.8
27-03-00 12:00,2.0
27-03-00 11:00,1.3
27-03-00 10:00,1.8
27-03-00 09:00,1.9
27-03-00 08:00,3.4
27-03-00 07:00,3.1
27-03-00 06:00,2.2
27-03-00 05:00,1.0
27-03-00 04:00,1.0
27-03-00 03:00,1.0
27-03-00 02:00,1.1
27-03-00 01:00,1.5
27-03-00 00:00,
26-03-00 23:00,
26-03-00 22:00,3.3
26-03-00 21:00,2.1
26-03-00 20:00,3.0
26-03-00 19:00,2.6
26-03-00 18:00,1.0
26-03-00 17:00,1.0
26-03-00 16:00,1.1
26-03-00 15:00,1.6
26-03-00 14:00,1.5
26-03-00 13:00,1.2
26-03-00 12:00,2.2
26-03-00 11:00,4.0
26-03-00 10:00,6.0
26-03-00 09:00,7.0
26-03-00 08:00,3.1
26-03-00 07:00,1.0
26-03-00 06:00,1.0
26-03-00 05:00,1.0
26-03-00 04:00,1.1
26-03-00 03:00,1.3
26-03-00 02:00,1.3
26-03-00 01:00,1.9
26-03-00 00:00,
25-03-00 23:00,1.8
25-03-00 22:00,1.6
25-03-00 21:00,2.0
25-03-00 20:00,7.1
25-03-00 19:00,3.4
25-03-00 18:00,1.2
25-03-00 17:00,1.0
25-03-00 16:00,1.0
25-03-00 15:00,1.0
25-03-00 14:00,1.2
25-03-00 13:00,1.2
25-03-00 12:00,1.0
25-03-00 11:00,1.0
25-03-00 10:00,1.1
25-03-00 09:00,1.3
25-03-00 08:00,1.0
25-03-00 07:00,1.0
25-03-00 06:00,1.0
25-03-00 05:00,1.0
25-03-00 04:00,1.0
25-03-00 03:00,1.0
25-03-00 02:00,1.0
25-03-00 01:00,
25-03-00 00:00,
24-03-00 23:00,2.0
24-03-00 22:00,2.7
24-03-00 21:00,2.8
24-03-00 20:00,4.3
24-03-00 19:00,9.9
24-03-00 18:00,19.2
24-03-00 17:00,11.8
24-03-00 16:00,18.7
24-03-00 15:00,7.6
24-03-00 14:00,7.0
24-03-00 13:00,10.2
24-03-00 12:00,10.5
24-03-00 11:00,8.4
24-03-00 10:00,9.4
24-03-00 09:00,10.2
24-03-00 08:00,8.2
24-03-00 07:00,5.3
24-03-00 06:00,4.2
24-03-00 05:00,2.2
24-03-00 04:00,1.3
24-03-00 03:00,2.0
24-03-00 02:00,
24-03-00 01:00,3.3
24-03-00 00:00,
23-03-00 23:00,6.8
23-03-00 22:00,8.3
23-03-00 21:00,7.7
23-03-00 20:00,7.0
23-03-00 19:00,10.0
23-03-00 18:00,11.7
23-03-00 17:00,18.0
23-03-00 16:00,14.5
23-03-00 15:00,12.2
23-03-00 14:00,8.0
23-03-00 13:00,6.3
23-03-00 12:00,6.9
23-03-00 11:00,7.3
23-03-00 10:00,9.7
23-03-00 09:00,15.3
23-03-00 08:00,7.3
23-03-00 07:00,4.6
23-03-00 06:00,1.8
23-03-00 05:00,1.3
23-03-00 04:00,1.5
23-03-00 03:00,2.4
23-03-00 02:00,
23-03-00 01:00,3.7
23-03-00 00:00,
22-03-00 23:00,5.3
22-03-00 22:00,6.5
22-03-00 21:00,10.1
22-03-00 20:00,10.6
22-03-00 19:00,11.2
22-03-00 18:00,6.1
22-03-00 17:00,3.4
22-03-00 16:00,3.4
22-03-00 15:00,3.3
22-03-00 14:00,4.2
22-03-00 13:00,4.5
22-03-00 12:00,6.7
22-03-00 11:00,9.3
22-03-00 10:00,10.2
22-03-00 09:00,15.9
22-03-00 08:00,5.7
22-03-00 07:00,1.6
22-03-00 06:00,1.0
22-03-00 05:00,1.0
22-03-00 04:00,1.0
22-03-00 03:00,
22-03-00 02:00,1.2
22-03-00 01:00,2.0
22-03-00 00:00,
21-03-00 23:00,5.8
21-03-00 22:00,6.9
21-03-00 21:00,10.3
21-03-00 20:00,7.9
21-03-00 19:00,4.3
21-03-00 18:00,2.9
21-03-00 17:00,2.3
21-03-00 16:00,3.3
21-03-00 15:00,4.5
21-03-00 14:00,4.6
21-03-00 13:00,3.8
21-03-00 12:00,3.8
21-03-00 11:00,3.3
21-03-00 10:00,2.8
21-03-00 09:00,3.1
21-03-00 08:00,4.2
21-03-00 07:00,3.8
21-03-00 06:00,2.8
21-03-00 05:00,4.0
21-03-00 04:00,4.6
21-03-00 03:00,
21-03-00 02:00,3.7
21-03-00 01:00,6.7
21-03-00 00:00,
20-03-00 23:00,7.4
20-03-00 22:00,6.2
20-03-00 21:00,3.6
20-03-00 20:00,5.6
20-03-00 19:00,7.2
20-03-00 18:00,5.8
20-03-00 17:00,7.2
20-03-00 16:00,7.0
20-03-00 15:00,6.3
20-03-00 14:00,7.5
20-03-00 13:00,7.8
20-03-00 12:00,7.7
20-03-00 11:00,8.8
20-03-00 10:00,11.1
20-03-00 09:00,12.1
20-03-00 08:00,8.1
20-03-00 07:00,4.0
20-03-00 06:00,3.4
20-03-00 05:00,2.5
20-03-00 04:00,
20-03-00 03:00,2.7
20-03-00 02:00,2.8
20-03-00 01:00,3.4
20-03-00 00:00,
19-03-00 23:00,3.9
19-03-00 22:00,1.7
19-03-00 21:00,1.7
19-03-00 20:00,1.7
19-03-00 19:00,2.1
19-03-00 18:00,4.0
19-03-00 17:00,4.2
19-03-00 16:00,8.0
19-03-00 15:00,3.2
19-03-00 14:00,1.5
19-03-00 13:00,2.4
19-03-00 12:00,4.4
19-03-00 11:00,9.8
19-03-00 10:00,5.8
19-03-00 09:00,4.4
19-03-00 08:00,4.5
19-03-00 07:00,1.8
19-03-00 06:00,1.4
19-03-00 05:00,1.1
19-03-00 04:00,
19-03-00 03:00,1.2
19-03-00 02:00,1.8
19-03-00 01:00,3.1
19-03-00 00:00,
18-03-00 23:00,7.6
18-03-00 22:00,8.1
18-03-00 21:00,11.0
18-03-00 20:00,10.7
18-03-00 19:00,46.3
18-03-00 18:00,41.8
18-03-00 17:00,7.2
18-03-00 16:00,9.3
18-03-00 15:00,9.2
18-03-00 14:00,6.4
18-03-00 13:00,12.5
18-03-00 12:00,25.0
18-03-00 11:00,5.5
18-03-00 10:00,6.0
18-03-00 09:00,8.4
18-03-00 08:00,5.8
18-03-00 07:00,3.5
18-03-00 06:00,2.6
18-03-00 05:00,
18-03-00 04:00,3.8
18-03-00 03:00,4.7
18-03-00 02:00,7.6
18-03-00 01:00,8.2
18-03-00 00:00,
17-03-00 23:00,4.0
17-03-00 22:00,3.1
17-03-00 21:00,2.4
17-03-00 20:00,3.1
17-03-00 19:00,4.0
17-03-00 18:00,3.5
17-03-00 17:00,1.8
17-03-00 16:00,1.6
17-03-00 15:00,2.0
17-03-00 14:00,2.1
17-03-00 13:00,3.8
17-03-00 12:00,3.5
17-03-00 11:00,4.8
17-03-00 10:00,4.1
17-03-00 09:00,3.6
17-03-00 08:00,1.0
17-03-00 07:00,1.4
17-03-00 06:00,1.0
17-03-00 05:00,
17-03-00 04:00,1.0
17-03-00 03:00,1.0
17-03-00 02:00,1.0
17-03-00 01:00,1.3
17-03-00 00:00,
16-03-00 23:00,3.3
16-03-00 22:00,6.1
16-03-00 21:00,8.0
16-03-00 20:00,12.8
16-03-00 19:00,10.5
16-03-00 18:00,3.5
16-03-00 17:00,6.8
16-03-00 16:00,4.8
16-03-00 15:00,7.5
16-03-00 14:00,10.2
16-03-00 13:00,5.9
16-03-00 12:00,2.4
16-03-00 11:00,1.7
16-03-00 10:00,2.3
16-03-00 09:00,2.8
16-03-00 08:00,2.8
16-03-00 07:00,2.2
16-03-00 06:00,
16-03-00 05:00,2.4
16-03-00 04:00,1.5
16-03-00 03:00,1.9
16-03-00 02:00,1.4
16-03-00 01:00,1.1
16-03-00 00:00,
15-03-00 23:00,1.0
15-03-00 22:00,1.0
15-03-00 21:00,1.1
15-03-00 20:00,1.0
15-03-00 19:00,1.9
15-03-00 18:00,1.0
15-03-00 17:00,1.5
15-03-00 16:00,1.0
15-03-00 15:00,1.0
15-03-00 14:00,1.9
15-03-00 13:00,1.3
15-03-00 12:00,2.8
15-03-00 11:00,2.1
15-03-00 10:00,3.4
15-03-00 09:00,2.3
15-03-00 08:00,1.0
15-03-00 07:00,1.0
15-03-00 06:00,
15-03-00 05:00,1.1
15-03-00 04:00,1.0
15-03-00 03:00,1.0
15-03-00 02:00,1.0
15-03-00 01:00,1.0
15-03-00 00:00,
14-03-00 23:00,2.2
14-03-00 22:00,2.4
14-03-00 21:00,1.9
14-03-00 20:00,2.2
14-03-00 19:00,2.0
14-03-00 18:00,2.1
14-03-00 17:00,2.0
14-03-00 16:00,2.8
14-03-00 15:00,3.1
14-03-00 14:00,3.1
14-03-00 13:00,3.3
14-03-00 12:00,3.4
14-03-00 11:00,3.9
14-03-00 10:00,4.5
14-03-00 09:00,4.6
14-03-00 08:00,4.1
14-03-00 07:00,
14-03-00 06:00,1.7
14-03-00 05:00,1.2
14-03-00 04:00,1.0
14-03-00 03:00,1.4
14-03-00 02:00,1.7
14-03-00 01:00,1.5
14-03-00 00:00,
13-03-00 23:00,2.3
13-03-00 22:00,2.6
13-03-00 21:00,3.4
13-03-00 20:00,5.3
13-03-00 19:00,9.2
13-03-00 18:00,3.8
13-03-00 17:00,2.3
13-03-00 16:00,3.0
13-03-00 15:00,3.2
13-03-00 14:00,3.5
13-03-00 13:00,3.7
13-03-00 12:00,4.2
13-03-00 11:00,4.7
13-03-00 10:00,4.2
13-03-00 09:00,3.8
13-03-00 08:00,3.9
13-03-00 07:00,
13-03-00 06:00,1.0
13-03-00 05:00,1.6
13-03-00 04:00,1.7
13-03-00 03:00,1.6
13-03-00 02:00,1.7
13-03-00 01:00,2.1
13-03-00 00:00,
12-03-00 23:00,3.7
12-03-00 22:00,4.0
12-03-00 21:00,4.7
12-03-00 20:00,4.7
12-03-00 19:00,3.8
12-03-00 18:00,4.1
12-03-00 17:00,6.2
12-03-00 16:00,7.4
12-03-00 15:00,9.8
12-03-00 14:00,9.8
12-03-00 13:00,6.9
12-03-00 12:00,5.2
12-03-00 11:00,4.3
12-03-00 10:00,3.9
12-03-00 09:00,3.9
12-03-00 08:00,
12-03-00 07:00,2.3
12-03-00 06:00,3.5
12-03-00 05:00,6.1
12-03-00 04:00,1.9
12-03-00 03:00,1.5
12-03-00 02:00,1.8
12-03-00 01:00,4.5
12-03-00 00:00,
11-03-00 23:00,1.1
11-03-00 22:00,1.0
11-03-00 21:00,1.6
11-03-00 20:00,2.0
11-03-00 19:00,1.7
11-03-00 18:00,1.3
11-03-00 17:00,2.6
11-03-00 16:00,2.1
11-03-00 15:00,2.9
11-03-00 14:00,3.3
11-03-00 13:00,3.2
11-03-00 12:00,2.8
11-03-00 11:00,1.9
11-03-00 10:00,1.6
11-03-00 09:00,1.8
11-03-00 08:00,
11-03-00 07:00,1.2
11-03-00 06:00,1.0
11-03-00 05:00,1.0
11-03-00 04:00,1.1
11-03-00 03:00,1.0
11-03-00 02:00,1.0
11-03-00 01:00,1.2
11-03-00 00:00,
10-03-00 23:00,3.5
10-03-00 22:00,4.5
10-03-00 21:00,8.5
10-03-00 20:00,11.5
10-03-00 19:00,11.4
10-03-00 18:00,4.1
10-03-00 17:00,3.7
10-03-00 16:00,2.7
10-03-00 15:00,2.0
10-03-00 14:00,2.2
10-03-00 13:00,2.7
10-03-00 12:00,3.0
10-03-00 11:00,2.9
10-03-00 10:00,2.9
10-03-00 09:00,
10-03-00 08:00,2.6
10-03-00 07:00,2.0
10-03-00 06:00,1.2
10-03-00 05:00,2.0
10-03-00 04:00,3.5
10-03-00 03:00,1.0
10-03-00 02:00,1.0
10-03-00 01:00,1.0
10-03-00 00:00,
09-03-00 23:00,1.0
09-03-00 22:00,1.0
09-03-00 21:00,1.0
09-03-00 20:00,1.0
09-03-00 19:00,1.0
09-03-00 18:00,1.0
09-03-00 17:00,1.0
09-03-00 16:00,1.0
09-03-00 15:00,1.0
09-03-00 14:00,1.0
09-03-00 13:00,1.0
09-03-00 12:00,1.0
09-03-00 11:00,1.0
09-03-00 10:00,1.0
09-03-00 09:00,
09-03-00 08:00,1.0
09-03-00 07:00,1.0
09-03-00 06:00,1.0
09-03-00 05:00,1.0
09-03-00 04:00,1.0
09-03-00 03:00,1.0
09-03-00 02:00,1.0
09-03-00 01:00,1.0
09-03-00 00:00,
08-03-00 23:00,1.3
08-03-00 22:00,1.6
08-03-00 21:00,1.7
08-03-00 20:00,1.7
08-03-00 19:00,2.2
08-03-00 18:00,2.0
08-03-00 17:00,2.2
08-03-00 16:00,2.1
08-03-00 15:00,1.4
08-03-00 14:00,
08-03-00 13:00,
08-03-00 12:00,
08-03-00 11:00,
08-03-00 10:00,2.1
08-03-00 09:00,2.7
08-03-00 08:00,2.8
08-03-00 07:00,2.7
08-03-00 06:00,2.0
08-03-00 05:00,1.4
08-03-00 04:00,1.5
08-03-00 03:00,1.5
08-03-00 02:00,1.0
08-03-00 01:00,2.0
08-03-00 00:00,
07-03-00 23:00,1.7
07-03-00 22:00,2.3
07-03-00 21:00,2.8
07-03-00 20:00,3.4
07-03-00 19:00,4.6
07-03-00 18:00,4.4
07-03-00 17:00,5.0
07-03-00 16:00,3.6
07-03-00 15:00,3.7
07-03-00 14:00,4.1
07-03-00 13:00,
07-03-00 12:00,5.2
07-03-00 11:00,5.3
07-03-00 10:00,5.0
07-03-00 09:00,4.5
07-03-00 08:00,3.2
07-03-00 07:00,3.5
07-03-00 06:00,3.1
