Datum Zeit,Leipzig-West O3
,µg/m³
01-04-00 00:00,28
31-03-00 23:00,11
31-03-00 22:00,7
31-03-00 21:00,14
31-03-00 20:00,19
31-03-00 19:00,33
31-03-00 18:00,42
31-03-00 17:00,47
31-03-00 16:00,50
31-03-00 15:00,52
31-03-00 14:00,47
31-03-00 13:00,53
31-03-00 12:00,48
31-03-00 11:00,40
31-03-00 10:00,38
31-03-00 09:00,30
31-03-00 08:00,20
31-03-00 07:00,30
31-03-00 06:00,38
31-03-00 05:00,
31-03-00 04:00,49
31-03-00 03:00,47
31-03-00 02:00,46
31-03-00 01:00,49
31-03-00 00:00,47
30-03-00 23:00,46
30-03-00 22:00,40
30-03-00 21:00,30
30-03-00 20:00,39
30-03-00 19:00,42
30-03-00 18:00,43
30-03-00 17:00,50
30-03-00 16:00,51
30-03-00 15:00,51
30-03-00 14:00,55
30-03-00 13:00,53
30-03-00 12:00,54
30-03-00 11:00,62
30-03-00 10:00,59
30-03-00 09:00,55
30-03-00 08:00,50
30-03-00 07:00,47
30-03-00 06:00,
30-03-00 05:00,52
30-03-00 04:00,54
30-03-00 03:00,55
30-03-00 02:00,59
30-03-00 01:00,60
30-03-00 00:00,51
29-03-00 23:00,41
29-03-00 22:00,40
29-03-00 21:00,43
29-03-00 20:00,41
29-03-00 19:00,36
29-03-00 18:00,33
29-03-00 17:00,28
29-03-00 16:00,25
29-03-00 15:00,24
29-03-00 14:00,23
29-03-00 13:00,22
29-03-00 12:00,21
29-03-00 11:00,16
29-03-00 10:00,13
29-03-00 09:00,7
29-03-00 08:00,3
29-03-00 07:00,1
29-03-00 06:00,
29-03-00 05:00,14
29-03-00 04:00,17
29-03-00 03:00,19
29-03-00 02:00,19
29-03-00 01:00,22
29-03-00 00:00,23
28-03-00 23:00,24
28-03-00 22:00,25
28-03-00 21:00,22
28-03-00 20:00,22
28-03-00 19:00,25
28-03-00 18:00,33
28-03-00 17:00,36
28-03-00 16:00,35
28-03-00 15:00,39
28-03-00 14:00,43
28-03-00 13:00,44
28-03-00 12:00,45
28-03-00 11:00,43
28-03-00 10:00,43
28-03-00 09:00,46
28-03-00 08:00,48
28-03-00 07:00,
28-03-00 06:00,53
28-03-00 05:00,54
28-03-00 04:00,51
28-03-00 03:00,54
28-03-00 02:00,59
28-03-00 01:00,58
28-03-00 00:00,52
27-03-00 23:00,64
27-03-00 22:00,64
27-03-00 21:00,65
27-03-00 20:00,65
27-03-00 19:00,62
27-03-00 18:00,70
27-03-00 17:00,71
27-03-00 16:00,73
27-03-00 15:00,68
27-03-00 14:00,62
27-03-00 13:00,54
27-03-00 12:00,52
27-03-00 11:00,60
27-03-00 10:00,60
27-03-00 09:00,55
27-03-00 08:00,49
27-03-00 07:00,
27-03-00 06:00,31
27-03-00 05:00,35
27-03-00 04:00,34
27-03-00 03:00,34
27-03-00 02:00,36
27-03-00 01:00,38
27-03-00 00:00,38
26-03-00 23:00,39
26-03-00 22:00,33
26-03-00 21:00,42
26-03-00 20:00,51
26-03-00 19:00,56
26-03-00 18:00,70
26-03-00 17:00,74
26-03-00 16:00,77
26-03-00 15:00,83
26-03-00 14:00,76
26-03-00 13:00,75
26-03-00 12:00,58
26-03-00 11:00,59
26-03-00 10:00,57
26-03-00 09:00,54
26-03-00 08:00,
26-03-00 07:00,34
26-03-00 06:00,33
26-03-00 05:00,30
26-03-00 04:00,26
26-03-00 03:00,24
26-03-00 02:00,25
26-03-00 01:00,25
26-03-00 00:00,24
25-03-00 23:00,22
25-03-00 22:00,13
25-03-00 21:00,24
25-03-00 20:00,39
25-03-00 19:00,52
25-03-00 18:00,62
25-03-00 17:00,67
25-03-00 16:00,71
25-03-00 15:00,78
25-03-00 14:00,80
25-03-00 13:00,75
25-03-00 12:00,64
25-03-00 11:00,58
25-03-00 10:00,64
25-03-00 09:00,60
25-03-00 08:00,
25-03-00 07:00,32
25-03-00 06:00,32
25-03-00 05:00,32
25-03-00 04:00,26
25-03-00 03:00,7
25-03-00 02:00,7
25-03-00 01:00,7
25-03-00 00:00,7
24-03-00 23:00,11
