Datum Zeit,Goerlitz O3
,µg/m³
01-04-00 00:00,29
31-03-00 23:00,
31-03-00 22:00,27
31-03-00 21:00,35
31-03-00 20:00,31
31-03-00 19:00,40
31-03-00 18:00,48
31-03-00 17:00,52
31-03-00 16:00,57
31-03-00 15:00,47
31-03-00 14:00,42
31-03-00 13:00,41
31-03-00 12:00,38
31-03-00 11:00,30
31-03-00 10:00,28
31-03-00 09:00,22
31-03-00 08:00,23
31-03-00 07:00,20
31-03-00 06:00,19
31-03-00 05:00,20
31-03-00 04:00,18
31-03-00 03:00,23
31-03-00 02:00,24
31-03-00 01:00,14
31-03-00 00:00,12
30-03-00 23:00,
30-03-00 22:00,2
30-03-00 21:00,2
30-03-00 20:00,5
30-03-00 19:00,6
30-03-00 18:00,10
30-03-00 17:00,14
30-03-00 16:00,12
30-03-00 15:00,17
30-03-00 14:00,33
30-03-00 13:00,42
30-03-00 12:00,53
30-03-00 11:00,60
30-03-00 10:00,65
30-03-00 09:00,69
30-03-00 08:00,71
30-03-00 07:00,72
30-03-00 06:00,72
30-03-00 05:00,68
30-03-00 04:00,64
30-03-00 03:00,66
30-03-00 02:00,64
30-03-00 01:00,61
30-03-00 00:00,
29-03-00 23:00,71
29-03-00 22:00,61
29-03-00 21:00,44
29-03-00 20:00,33
29-03-00 19:00,40
29-03-00 18:00,43
29-03-00 17:00,42
29-03-00 16:00,37
29-03-00 15:00,40
29-03-00 14:00,36
29-03-00 13:00,29
29-03-00 12:00,22
29-03-00 11:00,21
29-03-00 10:00,18
29-03-00 09:00,14
29-03-00 08:00,12
29-03-00 07:00,5
29-03-00 06:00,9
29-03-00 05:00,13
29-03-00 04:00,21
29-03-00 03:00,23
29-03-00 02:00,28
29-03-00 01:00,29
29-03-00 00:00,
28-03-00 23:00,32
28-03-00 22:00,32
28-03-00 21:00,29
28-03-00 20:00,27
28-03-00 19:00,22
28-03-00 18:00,18
28-03-00 17:00,20
28-03-00 16:00,24
28-03-00 15:00,21
28-03-00 14:00,21
28-03-00 13:00,21
28-03-00 12:00,21
28-03-00 11:00,20
28-03-00 10:00,21
28-03-00 09:00,22
28-03-00 08:00,19
28-03-00 07:00,14
28-03-00 06:00,27
28-03-00 05:00,43
28-03-00 04:00,53
28-03-00 03:00,49
28-03-00 02:00,51
28-03-00 01:00,
28-03-00 00:00,50
27-03-00 23:00,47
27-03-00 22:00,44
27-03-00 21:00,42
27-03-00 20:00,42
27-03-00 19:00,40
27-03-00 18:00,31
27-03-00 17:00,31
27-03-00 16:00,26
27-03-00 15:00,23
27-03-00 14:00,23
27-03-00 13:00,27
27-03-00 12:00,29
27-03-00 11:00,27
27-03-00 10:00,25
27-03-00 09:00,25
27-03-00 08:00,30
27-03-00 07:00,34
27-03-00 06:00,36
27-03-00 05:00,38
27-03-00 04:00,42
27-03-00 03:00,39
27-03-00 02:00,48
27-03-00 01:00,
27-03-00 00:00,63
26-03-00 23:00,52
26-03-00 22:00,45
26-03-00 21:00,44
26-03-00 20:00,49
26-03-00 19:00,51
26-03-00 18:00,66
26-03-00 17:00,70
26-03-00 16:00,79
26-03-00 15:00,83
26-03-00 14:00,76
26-03-00 13:00,72
26-03-00 12:00,66
26-03-00 11:00,59
26-03-00 10:00,52
26-03-00 09:00,47
26-03-00 08:00,41
26-03-00 07:00,24
26-03-00 06:00,29
26-03-00 05:00,31
26-03-00 04:00,25
26-03-00 03:00,36
26-03-00 02:00,
26-03-00 01:00,20
26-03-00 00:00,22
25-03-00 23:00,17
25-03-00 22:00,19
25-03-00 21:00,27
25-03-00 20:00,32
25-03-00 19:00,33
25-03-00 18:00,55
25-03-00 17:00,63
25-03-00 16:00,65
25-03-00 15:00,56
25-03-00 14:00,35
25-03-00 13:00,21
25-03-00 12:00,19
25-03-00 11:00,19
25-03-00 10:00,22
25-03-00 09:00,30
25-03-00 08:00,31
25-03-00 07:00,36
25-03-00 06:00,36
25-03-00 05:00,37
25-03-00 04:00,47
25-03-00 03:00,43
25-03-00 02:00,
25-03-00 01:00,55
25-03-00 00:00,64
24-03-00 23:00,66
24-03-00 22:00,69
24-03-00 21:00,67
24-03-00 20:00,67
24-03-00 19:00,68
24-03-00 18:00,71
24-03-00 17:00,72
24-03-00 16:00,70
24-03-00 15:00,74
24-03-00 14:00,75
24-03-00 13:00,71
24-03-00 12:00,64
24-03-00 11:00,54
24-03-00 10:00,47
24-03-00 09:00,43
24-03-00 08:00,32
24-03-00 07:00,28
24-03-00 06:00,38
24-03-00 05:00,14
24-03-00 04:00,11
24-03-00 03:00,
24-03-00 02:00,45
24-03-00 01:00,45
24-03-00 00:00,34
23-03-00 23:00,1
23-03-00 22:00,5
23-03-00 21:00,20
23-03-00 20:00,55
23-03-00 19:00,68
23-03-00 18:00,68
23-03-00 17:00,62
23-03-00 16:00,45
23-03-00 15:00,50
23-03-00 14:00,53
23-03-00 13:00,50
23-03-00 12:00,50
23-03-00 11:00,36
23-03-00 10:00,27
23-03-00 09:00,27
23-03-00 08:00,25
23-03-00 07:00,20
23-03-00 06:00,12
23-03-00 05:00,17
23-03-00 04:00,18
23-03-00 03:00,
23-03-00 02:00,18
23-03-00 01:00,14
23-03-00 00:00,1
22-03-00 23:00,1
22-03-00 22:00,3
22-03-00 21:00,7
22-03-00 20:00,11
22-03-00 19:00,16
22-03-00 18:00,28
22-03-00 17:00,34
22-03-00 16:00,37
22-03-00 15:00,36
22-03-00 14:00,37
22-03-00 13:00,37
22-03-00 12:00,36
22-03-00 11:00,32
22-03-00 10:00,28
22-03-00 09:00,27
22-03-00 08:00,25
22-03-00 07:00,13
22-03-00 06:00,9
22-03-00 05:00,17
22-03-00 04:00,
22-03-00 03:00,5
22-03-00 02:00,2
22-03-00 01:00,4
22-03-00 00:00,8
21-03-00 23:00,6
21-03-00 22:00,12
21-03-00 21:00,25
21-03-00 20:00,24
21-03-00 19:00,22
21-03-00 18:00,35
21-03-00 17:00,36
21-03-00 16:00,39
21-03-00 15:00,38
21-03-00 14:00,40
21-03-00 13:00,38
21-03-00 12:00,29
21-03-00 11:00,29
21-03-00 10:00,32
21-03-00 09:00,27
21-03-00 08:00,28
21-03-00 07:00,33
21-03-00 06:00,45
21-03-00 05:00,51
21-03-00 04:00,
21-03-00 03:00,54
21-03-00 02:00,52
21-03-00 01:00,54
21-03-00 00:00,50
20-03-00 23:00,48
20-03-00 22:00,44
20-03-00 21:00,40
20-03-00 20:00,40
20-03-00 19:00,32
20-03-00 18:00,28
20-03-00 17:00,32
20-03-00 16:00,36
20-03-00 15:00,38
20-03-00 14:00,38
20-03-00 13:00,40
20-03-00 12:00,45
20-03-00 11:00,29
20-03-00 10:00,30
20-03-00 09:00,16
20-03-00 08:00,9
20-03-00 07:00,21
20-03-00 06:00,38
20-03-00 05:00,
20-03-00 04:00,43
20-03-00 03:00,17
20-03-00 02:00,17
20-03-00 01:00,11
20-03-00 00:00,16
19-03-00 23:00,19
19-03-00 22:00,64
19-03-00 21:00,70
19-03-00 20:00,71
19-03-00 19:00,71
19-03-00 18:00,72
19-03-00 17:00,59
19-03-00 16:00,65
19-03-00 15:00,64
19-03-00 14:00,69
19-03-00 13:00,64
19-03-00 12:00,66
19-03-00 11:00,68
19-03-00 10:00,68
19-03-00 09:00,61
19-03-00 08:00,53
19-03-00 07:00,51
