Datum Zeit,Dresden-Nord SO2
,µg/m³
01-04-00 00:00,4.0
31-03-00 23:00,4.4
31-03-00 22:00,4.6
31-03-00 21:00,
31-03-00 20:00,4.8
31-03-00 19:00,7.5
31-03-00 18:00,5.6
31-03-00 17:00,6.8
31-03-00 16:00,7.6
31-03-00 15:00,8.6
31-03-00 14:00,5.7
31-03-00 13:00,6.3
31-03-00 12:00,5.2
31-03-00 11:00,5.2
31-03-00 10:00,4.4
31-03-00 09:00,3.8
31-03-00 08:00,4.1
31-03-00 07:00,4.6
31-03-00 06:00,5.0
31-03-00 05:00,3.4
31-03-00 04:00,6.3
31-03-00 03:00,5.1
31-03-00 02:00,5.2
31-03-00 01:00,5.1
31-03-00 00:00,5.9
30-03-00 23:00,6.0
30-03-00 22:00,7.1
30-03-00 21:00,
30-03-00 20:00,7.7
30-03-00 19:00,10.3
30-03-00 18:00,9.4
30-03-00 17:00,8.1
30-03-00 16:00,7.3
30-03-00 15:00,7.2
30-03-00 14:00,7.5
30-03-00 13:00,7.6
30-03-00 12:00,9.0
30-03-00 11:00,8.0
30-03-00 10:00,5.0
30-03-00 09:00,4.4
30-03-00 08:00,6.7
30-03-00 07:00,5.8
30-03-00 06:00,6.6
30-03-00 05:00,7.7
30-03-00 04:00,5.8
30-03-00 03:00,6.3
30-03-00 02:00,5.3
30-03-00 01:00,5.6
30-03-00 00:00,6.1
29-03-00 23:00,5.5
29-03-00 22:00,
29-03-00 21:00,5.5
29-03-00 20:00,5.1
29-03-00 19:00,6.7
29-03-00 18:00,8.6
29-03-00 17:00,11.7
29-03-00 16:00,10.9
29-03-00 15:00,7.5
29-03-00 14:00,5.8
29-03-00 13:00,5.1
29-03-00 12:00,5.2
29-03-00 11:00,6.7
29-03-00 10:00,7.5
29-03-00 09:00,7.0
29-03-00 08:00,8.6
29-03-00 07:00,11.1
29-03-00 06:00,12.9
29-03-00 05:00,13.4
29-03-00 04:00,10.3
29-03-00 03:00,5.3
29-03-00 02:00,3.0
29-03-00 01:00,1.4
29-03-00 00:00,2.8
28-03-00 23:00,3.0
28-03-00 22:00,
28-03-00 21:00,1.7
28-03-00 20:00,3.0
28-03-00 19:00,2.8
28-03-00 18:00,3.0
28-03-00 17:00,3.1
28-03-00 16:00,3.5
28-03-00 15:00,3.3
28-03-00 14:00,2.6
28-03-00 13:00,3.6
28-03-00 12:00,2.9
28-03-00 11:00,4.0
28-03-00 10:00,4.0
28-03-00 09:00,4.3
28-03-00 08:00,2.9
28-03-00 07:00,4.4
28-03-00 06:00,4.3
28-03-00 05:00,4.2
28-03-00 04:00,2.7
28-03-00 03:00,3.5
28-03-00 02:00,4.1
28-03-00 01:00,5.7
28-03-00 00:00,8.1
27-03-00 23:00,
27-03-00 22:00,9.7
27-03-00 21:00,11.0
27-03-00 20:00,10.9
27-03-00 19:00,11.3
27-03-00 18:00,12.2
27-03-00 17:00,11.4
27-03-00 16:00,12.5
27-03-00 15:00,12.2
27-03-00 14:00,12.1
27-03-00 13:00,11.4
27-03-00 12:00,9.4
27-03-00 11:00,9.3
27-03-00 10:00,9.9
27-03-00 09:00,9.3
27-03-00 08:00,8.0
27-03-00 07:00,9.2
27-03-00 06:00,7.1
27-03-00 05:00,5.4
27-03-00 04:00,4.5
