Datum Zeit,Goerlitz PM10
,µg/m³
31-03-00,35
30-03-00,30
29-03-00,33
28-03-00,26
27-03-00,23
26-03-00,35
25-03-00,58
24-03-00,74
23-03-00,70
22-03-00,55
21-03-00,41
20-03-00,43
19-03-00,23
18-03-00,25
17-03-00,19
16-03-00,12
15-03-00,18
14-03-00,30
13-03-00,45
12-03-00,27
11-03-00,13
10-03-00,24
09-03-00,10
08-03-00,17
07-03-00,32
06-03-00,29
05-03-00,28
04-03-00,19
03-03-00,17
02-03-00,24
01-03-00,21

