Datum Zeit,Collmberg PM10
,µg/m³
30-06-15,13
29-06-15,11
28-06-15,8
27-06-15,11
26-06-15,16
25-06-15,14
24-06-15,7
23-06-15,5
22-06-15,7
21-06-15,7
20-06-15,6
19-06-15,7
18-06-15,11
17-06-15,12
16-06-15,9
15-06-15,8
14-06-15,17
13-06-15,20
12-06-15,17
11-06-15,15
10-06-15,11
09-06-15,10
08-06-15,12
07-06-15,14
06-06-15,17
05-06-15,18
04-06-15,15
03-06-15,13
02-06-15,11
01-06-15,7

