Datum Zeit,Schwartenberg PM10
,µg/m³
30-06-15,15
29-06-15,12
28-06-15,9
27-06-15,9
26-06-15,13
25-06-15,12
24-06-15,6
23-06-15,5
22-06-15,5
21-06-15,6
20-06-15,5
19-06-15,6
18-06-15,10
17-06-15,10
16-06-15,11
15-06-15,10
14-06-15,13
13-06-15,22
12-06-15,26
11-06-15,15
10-06-15,9
09-06-15,3
08-06-15,12
07-06-15,15
06-06-15,21
05-06-15,21
04-06-15,15
03-06-15,12
02-06-15,8
01-06-15,6

