Datum Zeit,Freiberg PM10
,µg/m³
30-06-15,21
29-06-15,22
28-06-15,12
27-06-15,14
26-06-15,21
25-06-15,14
24-06-15,10
23-06-15,6
22-06-15,9
21-06-15,9
20-06-15,9
19-06-15,9
18-06-15,15
17-06-15,15
16-06-15,14
15-06-15,13
14-06-15,16
13-06-15,21
12-06-15,40
11-06-15,21
10-06-15,17
09-06-15,12
08-06-15,21
07-06-15,18
06-06-15,21
05-06-15,25
04-06-15,23
03-06-15,15
02-06-15,13
01-06-15,10

