Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-06-15,14.26
29-06-15,10.85
28-06-15,7.11
27-06-15,11.21
26-06-15,15.86
25-06-15,10.23
24-06-15,6.47
23-06-15,4.51
22-06-15,7.05
21-06-15,6.58
20-06-15,4.95
19-06-15,6.75
18-06-15,10.30
17-06-15,9.87
16-06-15,6.68
15-06-15,7.47
14-06-15,10.78
13-06-15,17.10
12-06-15,16.25
11-06-15,11.69
10-06-15,7.86
09-06-15,7.08
08-06-15,10.79
07-06-15,11.27
06-06-15,12.92
05-06-15,12.99
04-06-15,9.15
03-06-15,8.50
02-06-15,6.66
01-06-15,6.09

