Datum Zeit,Borna PM10
,µg/m³
30-06-15,18
29-06-15,19
28-06-15,15
27-06-15,15
26-06-15,21
25-06-15,16
24-06-15,10
23-06-15,8
22-06-15,10
21-06-15,12
20-06-15,14
19-06-15,10
18-06-15,14
17-06-15,20
16-06-15,13
15-06-15,12
14-06-15,16
13-06-15,24
12-06-15,22
11-06-15,21
10-06-15,14
09-06-15,13
08-06-15,17
07-06-15,17
06-06-15,20
05-06-15,25
04-06-15,21
03-06-15,16
02-06-15,12
01-06-15,9

