Datum Zeit,Klingenthal PM10
,µg/m³
30-06-15,17
29-06-15,11
28-06-15,9
27-06-15,12
26-06-15,14
25-06-15,10
24-06-15,8
23-06-15,5
22-06-15,8
21-06-15,8
20-06-15,7
19-06-15,10
18-06-15,10
17-06-15,11
16-06-15,13
15-06-15,14
14-06-15,12
13-06-15,19
12-06-15,18
11-06-15,16
10-06-15,11
09-06-15,8
08-06-15,17
07-06-15,20
06-06-15,17
05-06-15,18
04-06-15,18
03-06-15,13
02-06-15,9
01-06-15,10

