Datum Zeit,Klingenthal NO
,µg/m³
01-02-04 00:00,1
31-01-04 23:00,1
31-01-04 22:00,1
31-01-04 21:00,1
31-01-04 20:00,1
31-01-04 19:00,1
31-01-04 18:00,4
31-01-04 17:00,2
31-01-04 16:00,4
31-01-04 15:00,5
31-01-04 14:00,8
31-01-04 13:00,9
31-01-04 12:00,12
31-01-04 11:00,6
31-01-04 10:00,5
31-01-04 09:00,2
31-01-04 08:00,1
31-01-04 07:00,7
31-01-04 06:00,5
31-01-04 05:00,4
31-01-04 04:00,1
31-01-04 03:00,5
31-01-04 02:00,7
31-01-04 01:00,3
31-01-04 00:00,9
30-01-04 23:00,6
30-01-04 22:00,21
30-01-04 21:00,27
30-01-04 20:00,9
30-01-04 19:00,9
30-01-04 18:00,6
30-01-04 17:00,10
30-01-04 16:00,11
30-01-04 15:00,11
30-01-04 14:00,11
30-01-04 13:00,14
30-01-04 12:00,8
30-01-04 11:00,14
30-01-04 10:00,7
30-01-04 09:00,7
30-01-04 08:00,8
30-01-04 07:00,8
30-01-04 06:00,5
30-01-04 05:00,1
30-01-04 04:00,1
30-01-04 03:00,1
30-01-04 02:00,1
30-01-04 01:00,1
30-01-04 00:00,1
29-01-04 23:00,1
29-01-04 22:00,2
29-01-04 21:00,7
29-01-04 20:00,4
29-01-04 19:00,10
29-01-04 18:00,10
29-01-04 17:00,22
29-01-04 16:00,21
29-01-04 15:00,21
29-01-04 14:00,20
29-01-04 13:00,15
29-01-04 12:00,12
29-01-04 11:00,9
29-01-04 10:00,6
29-01-04 09:00,4
29-01-04 08:00,4
29-01-04 07:00,8
29-01-04 06:00,1
29-01-04 05:00,1
29-01-04 04:00,1
29-01-04 03:00,4
29-01-04 02:00,4
29-01-04 01:00,9
29-01-04 00:00,11
28-01-04 23:00,15
28-01-04 22:00,13
28-01-04 21:00,8
28-01-04 20:00,5
28-01-04 19:00,6
28-01-04 18:00,9
28-01-04 17:00,7
28-01-04 16:00,7
28-01-04 15:00,20
28-01-04 14:00,25
28-01-04 13:00,9
28-01-04 12:00,15
28-01-04 11:00,17
28-01-04 10:00,14
28-01-04 09:00,20
28-01-04 08:00,3
28-01-04 07:00,12
28-01-04 06:00,10
28-01-04 05:00,1
28-01-04 04:00,1
28-01-04 03:00,1
28-01-04 02:00,1
28-01-04 01:00,1
28-01-04 00:00,4
27-01-04 23:00,3
27-01-04 22:00,5
27-01-04 21:00,9
27-01-04 20:00,17
27-01-04 19:00,24
27-01-04 18:00,41
27-01-04 17:00,43
27-01-04 16:00,35
27-01-04 15:00,25
27-01-04 14:00,22
27-01-04 13:00,15
27-01-04 12:00,12
27-01-04 11:00,10
27-01-04 10:00,10
27-01-04 09:00,7
27-01-04 08:00,1
27-01-04 07:00,2
27-01-04 06:00,10
27-01-04 05:00,1
27-01-04 04:00,2
27-01-04 03:00,1
27-01-04 02:00,1
27-01-04 01:00,1
27-01-04 00:00,2
26-01-04 23:00,1
26-01-04 22:00,1
26-01-04 21:00,2
26-01-04 20:00,1
26-01-04 19:00,4
26-01-04 18:00,4
26-01-04 17:00,12
26-01-04 16:00,5
26-01-04 15:00,8
26-01-04 14:00,15
26-01-04 13:00,16
26-01-04 12:00,10
26-01-04 11:00,7
26-01-04 10:00,18
26-01-04 09:00,8
26-01-04 08:00,5
26-01-04 07:00,28
26-01-04 06:00,6
26-01-04 05:00,1
26-01-04 04:00,3
26-01-04 03:00,1
26-01-04 02:00,1
26-01-04 01:00,1
26-01-04 00:00,1
25-01-04 23:00,1
25-01-04 22:00,3
25-01-04 21:00,8
25-01-04 20:00,9
25-01-04 19:00,5
25-01-04 18:00,10
25-01-04 17:00,6
25-01-04 16:00,9
25-01-04 15:00,15
25-01-04 14:00,13
25-01-04 13:00,11
25-01-04 12:00,10
25-01-04 11:00,8
25-01-04 10:00,10
25-01-04 09:00,3
25-01-04 08:00,1
25-01-04 07:00,2
25-01-04 06:00,1
25-01-04 05:00,1
25-01-04 04:00,1
25-01-04 03:00,1
25-01-04 02:00,5
25-01-04 01:00,19
25-01-04 00:00,20
24-01-04 23:00,21
24-01-04 22:00,10
24-01-04 21:00,5
24-01-04 20:00,11
24-01-04 19:00,15
24-01-04 18:00,32
24-01-04 17:00,31
24-01-04 16:00,19
24-01-04 15:00,15
24-01-04 14:00,10
24-01-04 13:00,27
24-01-04 12:00,37
24-01-04 11:00,38
24-01-04 10:00,36
24-01-04 09:00,35
24-01-04 08:00,25
24-01-04 07:00,14
24-01-04 06:00,6
24-01-04 05:00,10
24-01-04 04:00,13
24-01-04 03:00,17
24-01-04 02:00,22
24-01-04 01:00,35
24-01-04 00:00,39
23-01-04 23:00,58
23-01-04 22:00,35
23-01-04 21:00,44
23-01-04 20:00,57
23-01-04 19:00,66
23-01-04 18:00,93
23-01-04 17:00,52
23-01-04 16:00,21
23-01-04 15:00,8
23-01-04 14:00,11
23-01-04 13:00,52
23-01-04 12:00,64
23-01-04 11:00,89
23-01-04 10:00,86
23-01-04 09:00,76
23-01-04 08:00,42
23-01-04 07:00,37
23-01-04 06:00,30
23-01-04 05:00,7
23-01-04 04:00,1
23-01-04 03:00,1
23-01-04 02:00,9
23-01-04 01:00,7
23-01-04 00:00,4
22-01-04 23:00,2
22-01-04 22:00,7
22-01-04 21:00,1
22-01-04 20:00,3
22-01-04 19:00,10
22-01-04 18:00,4
22-01-04 17:00,4
22-01-04 16:00,9
22-01-04 15:00,11
22-01-04 14:00,11
22-01-04 13:00,10
22-01-04 12:00,
22-01-04 11:00,
22-01-04 10:00,53
22-01-04 09:00,32
22-01-04 08:00,30
22-01-04 07:00,18
22-01-04 06:00,19
22-01-04 05:00,2
22-01-04 04:00,1
22-01-04 03:00,1
22-01-04 02:00,2
22-01-04 01:00,6
22-01-04 00:00,2
21-01-04 23:00,8
21-01-04 22:00,13
21-01-04 21:00,16
21-01-04 20:00,26
21-01-04 19:00,42
21-01-04 18:00,35
21-01-04 17:00,19
21-01-04 16:00,17
21-01-04 15:00,20
21-01-04 14:00,26
21-01-04 13:00,23
21-01-04 12:00,27
21-01-04 11:00,24
21-01-04 10:00,24
21-01-04 09:00,18
21-01-04 08:00,18
21-01-04 07:00,23
21-01-04 06:00,21
21-01-04 05:00,2
21-01-04 04:00,3
21-01-04 03:00,1
21-01-04 02:00,2
21-01-04 01:00,2
21-01-04 00:00,1
20-01-04 23:00,1
20-01-04 22:00,13
20-01-04 21:00,115
20-01-04 20:00,95
20-01-04 19:00,21
20-01-04 18:00,22
20-01-04 17:00,27
20-01-04 16:00,18
20-01-04 15:00,18
20-01-04 14:00,18
20-01-04 13:00,16
20-01-04 12:00,15
20-01-04 11:00,15
20-01-04 10:00,15
20-01-04 09:00,20
20-01-04 08:00,15
20-01-04 07:00,24
20-01-04 06:00,16
20-01-04 05:00,13
20-01-04 04:00,1
20-01-04 03:00,1
20-01-04 02:00,1
20-01-04 01:00,1
20-01-04 00:00,1
19-01-04 23:00,1
19-01-04 22:00,2
19-01-04 21:00,2
19-01-04 20:00,3
19-01-04 19:00,6
19-01-04 18:00,5
19-01-04 17:00,7
19-01-04 16:00,7
19-01-04 15:00,7
19-01-04 14:00,3
19-01-04 13:00,7
19-01-04 12:00,12
19-01-04 11:00,45
19-01-04 10:00,69
19-01-04 09:00,50
19-01-04 08:00,44
19-01-04 07:00,20
19-01-04 06:00,25
19-01-04 05:00,4
19-01-04 04:00,1
19-01-04 03:00,1
19-01-04 02:00,1
19-01-04 01:00,1
19-01-04 00:00,1
18-01-04 23:00,2
18-01-04 22:00,4
18-01-04 21:00,11
18-01-04 20:00,2
18-01-04 19:00,7
18-01-04 18:00,21
18-01-04 17:00,19
18-01-04 16:00,13
18-01-04 15:00,12
18-01-04 14:00,10
18-01-04 13:00,9
18-01-04 12:00,11
18-01-04 11:00,11
18-01-04 10:00,9
18-01-04 09:00,8
18-01-04 08:00,1
18-01-04 07:00,3
18-01-04 06:00,1
18-01-04 05:00,2
18-01-04 04:00,7
18-01-04 03:00,1
18-01-04 02:00,2
18-01-04 01:00,1
18-01-04 00:00,3
17-01-04 23:00,13
17-01-04 22:00,14
17-01-04 21:00,9
17-01-04 20:00,5
17-01-04 19:00,7
17-01-04 18:00,5
17-01-04 17:00,4
17-01-04 16:00,3
17-01-04 15:00,10
17-01-04 14:00,5
17-01-04 13:00,5
17-01-04 12:00,10
17-01-04 11:00,10
17-01-04 10:00,10
17-01-04 09:00,10
17-01-04 08:00,1
17-01-04 07:00,3
17-01-04 06:00,1
17-01-04 05:00,1
17-01-04 04:00,3
17-01-04 03:00,1
17-01-04 02:00,1
17-01-04 01:00,1
17-01-04 00:00,1
16-01-04 23:00,1
16-01-04 22:00,1
16-01-04 21:00,1
16-01-04 20:00,3
16-01-04 19:00,7
16-01-04 18:00,4
16-01-04 17:00,4
16-01-04 16:00,6
16-01-04 15:00,7
16-01-04 14:00,6
16-01-04 13:00,5
16-01-04 12:00,5
16-01-04 11:00,2
16-01-04 10:00,4
16-01-04 09:00,4
16-01-04 08:00,3
16-01-04 07:00,3
16-01-04 06:00,1
16-01-04 05:00,1
16-01-04 04:00,1
16-01-04 03:00,1
16-01-04 02:00,1
16-01-04 01:00,1
16-01-04 00:00,1
15-01-04 23:00,1
15-01-04 22:00,1
15-01-04 21:00,5
15-01-04 20:00,8
15-01-04 19:00,13
15-01-04 18:00,15
15-01-04 17:00,15
15-01-04 16:00,7
15-01-04 15:00,18
15-01-04 14:00,23
15-01-04 13:00,15
15-01-04 12:00,25
15-01-04 11:00,16
15-01-04 10:00,18
15-01-04 09:00,10
15-01-04 08:00,11
15-01-04 07:00,4
15-01-04 06:00,5
15-01-04 05:00,1
15-01-04 04:00,1
15-01-04 03:00,1
15-01-04 02:00,1
15-01-04 01:00,1
15-01-04 00:00,1
14-01-04 23:00,1
14-01-04 22:00,2
14-01-04 21:00,4
14-01-04 20:00,2
14-01-04 19:00,5
14-01-04 18:00,18
14-01-04 17:00,12
14-01-04 16:00,13
14-01-04 15:00,9
14-01-04 14:00,9
14-01-04 13:00,10
14-01-04 12:00,10
14-01-04 11:00,13
14-01-04 10:00,7
14-01-04 09:00,9
14-01-04 08:00,4
14-01-04 07:00,4
14-01-04 06:00,4
14-01-04 05:00,1
14-01-04 04:00,1
14-01-04 03:00,1
14-01-04 02:00,1
14-01-04 01:00,1
14-01-04 00:00,1
13-01-04 23:00,1
13-01-04 22:00,1
13-01-04 21:00,1
13-01-04 20:00,4
13-01-04 19:00,12
13-01-04 18:00,31
13-01-04 17:00,34
13-01-04 16:00,18
13-01-04 15:00,8
13-01-04 14:00,6
13-01-04 13:00,4
13-01-04 12:00,3
13-01-04 11:00,5
13-01-04 10:00,4
13-01-04 09:00,5
13-01-04 08:00,30
13-01-04 07:00,15
13-01-04 06:00,4
13-01-04 05:00,2
13-01-04 04:00,1
13-01-04 03:00,1
13-01-04 02:00,3
13-01-04 01:00,4
13-01-04 00:00,6
12-01-04 23:00,1
12-01-04 22:00,2
12-01-04 21:00,1
12-01-04 20:00,1
12-01-04 19:00,1
12-01-04 18:00,5
12-01-04 17:00,6
12-01-04 16:00,5
12-01-04 15:00,8
12-01-04 14:00,3
12-01-04 13:00,4
12-01-04 12:00,11
12-01-04 11:00,15
12-01-04 10:00,12
12-01-04 09:00,8
12-01-04 08:00,5
12-01-04 07:00,9
12-01-04 06:00,2
12-01-04 05:00,1
12-01-04 04:00,2
12-01-04 03:00,1
12-01-04 02:00,1
12-01-04 01:00,1
12-01-04 00:00,2
11-01-04 23:00,11
11-01-04 22:00,24
11-01-04 21:00,27
11-01-04 20:00,15
11-01-04 19:00,32
11-01-04 18:00,5
11-01-04 17:00,3
11-01-04 16:00,4
11-01-04 15:00,5
11-01-04 14:00,8
11-01-04 13:00,4
11-01-04 12:00,5
11-01-04 11:00,5
11-01-04 10:00,3
11-01-04 09:00,3
11-01-04 08:00,3
11-01-04 07:00,1
11-01-04 06:00,1
11-01-04 05:00,1
11-01-04 04:00,1
11-01-04 03:00,1
11-01-04 02:00,3
11-01-04 01:00,1
11-01-04 00:00,1
10-01-04 23:00,1
10-01-04 22:00,1
10-01-04 21:00,4
10-01-04 20:00,3
10-01-04 19:00,6
10-01-04 18:00,10
10-01-04 17:00,8
10-01-04 16:00,12
10-01-04 15:00,7
10-01-04 14:00,8
10-01-04 13:00,10
10-01-04 12:00,18
10-01-04 11:00,9
10-01-04 10:00,7
10-01-04 09:00,13
10-01-04 08:00,2
10-01-04 07:00,5
10-01-04 06:00,2
10-01-04 05:00,2
10-01-04 04:00,1
10-01-04 03:00,4
10-01-04 02:00,11
10-01-04 01:00,17
10-01-04 00:00,39
09-01-04 23:00,46
09-01-04 22:00,34
09-01-04 21:00,37
09-01-04 20:00,25
09-01-04 19:00,33
09-01-04 18:00,27
09-01-04 17:00,18
09-01-04 16:00,21
09-01-04 15:00,21
09-01-04 14:00,14
09-01-04 13:00,16
09-01-04 12:00,19
09-01-04 11:00,18
09-01-04 10:00,16
09-01-04 09:00,22
09-01-04 08:00,4
09-01-04 07:00,8
09-01-04 06:00,5
09-01-04 05:00,2
09-01-04 04:00,1
09-01-04 03:00,1
09-01-04 02:00,1
09-01-04 01:00,1
09-01-04 00:00,1
08-01-04 23:00,2
08-01-04 22:00,1
08-01-04 21:00,2
08-01-04 20:00,4
08-01-04 19:00,4
08-01-04 18:00,6
08-01-04 17:00,33
08-01-04 16:00,7
08-01-04 15:00,6
08-01-04 14:00,5
08-01-04 13:00,4
08-01-04 12:00,8
08-01-04 11:00,7
08-01-04 10:00,8
08-01-04 09:00,10
