Datum Zeit,Freiberg PM10
,µg/m³
31-01-04,10
30-01-04,15
29-01-04,13
28-01-04,42
27-01-04,66
26-01-04,30
25-01-04,20
24-01-04,25
23-01-04,30
22-01-04,22
21-01-04,15
20-01-04,8
19-01-04,11
18-01-04,14
17-01-04,11
16-01-04,9
15-01-04,9
14-01-04,11
13-01-04,8
12-01-04,9
11-01-04,9
10-01-04,11
09-01-04,19
08-01-04,23
07-01-04,19
06-01-04,22
05-01-04,42
04-01-04,23
03-01-04,16
02-01-04,15
01-01-04,23

