Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-02-04 00:00,76
31-01-04 23:00,77
31-01-04 22:00,77
31-01-04 21:00,79
31-01-04 20:00,80
31-01-04 19:00,72
31-01-04 18:00,71
31-01-04 17:00,66
31-01-04 16:00,69
31-01-04 15:00,68
31-01-04 14:00,73
31-01-04 13:00,73
31-01-04 12:00,70
31-01-04 11:00,68
31-01-04 10:00,70
31-01-04 09:00,69
31-01-04 08:00,63
31-01-04 07:00,61
31-01-04 06:00,64
31-01-04 05:00,70
31-01-04 04:00,71
31-01-04 03:00,59
31-01-04 02:00,63
31-01-04 01:00,63
31-01-04 00:00,18
30-01-04 23:00,32
30-01-04 22:00,61
30-01-04 21:00,62
30-01-04 20:00,63
30-01-04 19:00,52
30-01-04 18:00,52
30-01-04 17:00,59
30-01-04 16:00,56
30-01-04 15:00,55
30-01-04 14:00,61
30-01-04 13:00,63
30-01-04 12:00,63
30-01-04 11:00,60
30-01-04 10:00,59
30-01-04 09:00,54
30-01-04 08:00,51
30-01-04 07:00,52
30-01-04 06:00,54
30-01-04 05:00,55
30-01-04 04:00,56
30-01-04 03:00,57
30-01-04 02:00,59
30-01-04 01:00,56
30-01-04 00:00,55
29-01-04 23:00,56
29-01-04 22:00,56
29-01-04 21:00,59
29-01-04 20:00,62
29-01-04 19:00,65
29-01-04 18:00,58
29-01-04 17:00,65
29-01-04 16:00,69
29-01-04 15:00,67
29-01-04 14:00,60
29-01-04 13:00,55
29-01-04 12:00,56
29-01-04 11:00,58
29-01-04 10:00,51
29-01-04 09:00,47
29-01-04 08:00,44
29-01-04 07:00,46
29-01-04 06:00,59
29-01-04 05:00,62
29-01-04 04:00,62
29-01-04 03:00,60
29-01-04 02:00,52
29-01-04 01:00,55
29-01-04 00:00,53
28-01-04 23:00,42
28-01-04 22:00,45
28-01-04 21:00,40
28-01-04 20:00,10
28-01-04 19:00,7
28-01-04 18:00,15
28-01-04 17:00,33
28-01-04 16:00,40
28-01-04 15:00,38
28-01-04 14:00,38
28-01-04 13:00,48
28-01-04 12:00,49
28-01-04 11:00,39
