Datum Zeit,Chemnitz-Mitte SO2
,µg/m³
01-02-04 00:00,1.0
31-01-04 23:00,1.5
31-01-04 22:00,1.8
31-01-04 21:00,1.9
31-01-04 20:00,2.7
31-01-04 19:00,2.4
31-01-04 18:00,2.9
31-01-04 17:00,2.5
31-01-04 16:00,2.5
31-01-04 15:00,2.1
31-01-04 14:00,2.2
31-01-04 13:00,2.9
31-01-04 12:00,3.4
31-01-04 11:00,3.3
31-01-04 10:00,3.4
31-01-04 09:00,3.2
31-01-04 08:00,2.9
31-01-04 07:00,2.5
31-01-04 06:00,2.5
31-01-04 05:00,2.6
31-01-04 04:00,2.0
31-01-04 03:00,1.8
31-01-04 02:00,2.5
31-01-04 01:00,2.5
31-01-04 00:00,3.6
30-01-04 23:00,4.1
30-01-04 22:00,3.9
30-01-04 21:00,3.8
30-01-04 20:00,4.3
30-01-04 19:00,4.4
30-01-04 18:00,5.0
30-01-04 17:00,5.0
30-01-04 16:00,4.9
30-01-04 15:00,5.4
30-01-04 14:00,5.1
30-01-04 13:00,5.0
30-01-04 12:00,4.1
30-01-04 11:00,4.0
30-01-04 10:00,3.2
30-01-04 09:00,4.5
30-01-04 08:00,5.4
30-01-04 07:00,5.1
30-01-04 06:00,5.7
30-01-04 05:00,4.7
30-01-04 04:00,3.9
30-01-04 03:00,2.1
30-01-04 02:00,1.8
30-01-04 01:00,2.2
30-01-04 00:00,1.4
29-01-04 23:00,1.0
29-01-04 22:00,1.0
29-01-04 21:00,1.0
29-01-04 20:00,1.0
29-01-04 19:00,1.0
29-01-04 18:00,1.0
29-01-04 17:00,1.0
29-01-04 16:00,1.0
29-01-04 15:00,1.0
29-01-04 14:00,1.0
29-01-04 13:00,1.0
29-01-04 12:00,2.3
29-01-04 11:00,1.6
29-01-04 10:00,2.2
29-01-04 09:00,2.0
29-01-04 08:00,1.8
29-01-04 07:00,1.9
29-01-04 06:00,1.5
29-01-04 05:00,1.5
29-01-04 04:00,1.3
29-01-04 03:00,2.1
29-01-04 02:00,2.8
29-01-04 01:00,3.4
29-01-04 00:00,2.9
28-01-04 23:00,2.4
28-01-04 22:00,2.8
28-01-04 21:00,2.8
28-01-04 20:00,3.0
28-01-04 19:00,2.5
28-01-04 18:00,1.4
28-01-04 17:00,2.0
28-01-04 16:00,2.8
28-01-04 15:00,2.8
28-01-04 14:00,3.3
28-01-04 13:00,3.1
28-01-04 12:00,1.8
28-01-04 11:00,3.1
28-01-04 10:00,3.2
28-01-04 09:00,3.6
28-01-04 08:00,5.2
28-01-04 07:00,7.2
28-01-04 06:00,8.8
28-01-04 05:00,10.2
28-01-04 04:00,11.6
28-01-04 03:00,12.9
28-01-04 02:00,13.0
28-01-04 01:00,15.8
28-01-04 00:00,18.7
27-01-04 23:00,19.1
27-01-04 22:00,19.7
27-01-04 21:00,18.6
27-01-04 20:00,16.1
27-01-04 19:00,13.8
27-01-04 18:00,13.8
27-01-04 17:00,16.6
27-01-04 16:00,14.6
27-01-04 15:00,13.4
27-01-04 14:00,10.7
27-01-04 13:00,14.8
27-01-04 12:00,20.1
27-01-04 11:00,19.5
27-01-04 10:00,18.7
27-01-04 09:00,17.8
27-01-04 08:00,16.6
27-01-04 07:00,15.0
27-01-04 06:00,10.4
27-01-04 05:00,8.7
27-01-04 04:00,9.4
27-01-04 03:00,11.4
27-01-04 02:00,13.9
27-01-04 01:00,16.0
27-01-04 00:00,23.2
26-01-04 23:00,18.1
26-01-04 22:00,8.2
26-01-04 21:00,11.7
26-01-04 20:00,10.9
26-01-04 19:00,11.5
26-01-04 18:00,35.4
26-01-04 17:00,42.1
26-01-04 16:00,25.9
26-01-04 15:00,20.0
26-01-04 14:00,3.3
26-01-04 13:00,3.4
26-01-04 12:00,5.0
26-01-04 11:00,7.6
26-01-04 10:00,5.2
26-01-04 09:00,3.5
26-01-04 08:00,2.7
26-01-04 07:00,1.1
26-01-04 06:00,1.2
26-01-04 05:00,1.2
26-01-04 04:00,1.0
