Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-01-04,16
30-01-04,20
29-01-04,20
28-01-04,53
27-01-04,86
26-01-04,43
25-01-04,34
24-01-04,37
23-01-04,50
22-01-04,38
21-01-04,20
20-01-04,19
19-01-04,19
18-01-04,19
17-01-04,26
16-01-04,15
15-01-04,16
14-01-04,17
13-01-04,13
12-01-04,22
11-01-04,14
10-01-04,21
09-01-04,30
08-01-04,37
07-01-04,39
06-01-04,29
05-01-04,
04-01-04,49
03-01-04,40
02-01-04,39
01-01-04,95

