Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-06-08,19
29-06-08,12
28-06-08,11
27-06-08,19
26-06-08,25
25-06-08,20
24-06-08,21
23-06-08,20
22-06-08,17
21-06-08,17
20-06-08,17
19-06-08,20
18-06-08,23
17-06-08,17
16-06-08,13
15-06-08,13
14-06-08,15
13-06-08,12
12-06-08,21
11-06-08,24
10-06-08,29
09-06-08,27
08-06-08,24
07-06-08,25
06-06-08,23
05-06-08,28
04-06-08,40
03-06-08,25
02-06-08,37
01-06-08,27

