Datum Zeit,Collmberg PM10
,µg/m³
30-06-08,14
29-06-08,9
28-06-08,10
27-06-08,15
26-06-08,18
25-06-08,14
24-06-08,13
23-06-08,13
22-06-08,13
21-06-08,11
20-06-08,11
19-06-08,15
18-06-08,13
17-06-08,10
16-06-08,9
15-06-08,10
14-06-08,12
13-06-08,8
12-06-08,10
11-06-08,15
10-06-08,20
09-06-08,17
08-06-08,19
07-06-08,18
06-06-08,16
05-06-08,17
04-06-08,23
03-06-08,21
02-06-08,28
01-06-08,43

