Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-06-08,27
29-06-08,17
28-06-08,18
27-06-08,26
26-06-08,32
25-06-08,28
24-06-08,25
23-06-08,23
22-06-08,19
21-06-08,20
20-06-08,21
19-06-08,28
18-06-08,32
17-06-08,26
16-06-08,23
15-06-08,14
14-06-08,20
13-06-08,14
12-06-08,21
11-06-08,27
10-06-08,36
09-06-08,38
08-06-08,31
07-06-08,31
06-06-08,34
05-06-08,35
04-06-08,
03-06-08,38
02-06-08,62
01-06-08,57

