Datum Zeit,Schwartenberg PM10
,µg/m³
30-06-08,15
29-06-08,8
28-06-08,8
27-06-08,14
26-06-08,16
25-06-08,15
24-06-08,17
23-06-08,12
22-06-08,14
21-06-08,11
20-06-08,10
19-06-08,14
18-06-08,17
17-06-08,12
16-06-08,7
15-06-08,10
14-06-08,10
13-06-08,7
12-06-08,20
11-06-08,23
10-06-08,20
09-06-08,18
08-06-08,15
07-06-08,15
06-06-08,14
05-06-08,17
04-06-08,17
03-06-08,23
02-06-08,29
01-06-08,28

