Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-04-09,
29-04-09,
28-04-09,35
27-04-09,
26-04-09,
25-04-09,29
24-04-09,
23-04-09,
22-04-09,35
21-04-09,
20-04-09,
19-04-09,27
18-04-09,
17-04-09,
16-04-09,39
15-04-09,
14-04-09,
13-04-09,40
12-04-09,
11-04-09,
10-04-09,32
09-04-09,
08-04-09,
07-04-09,48
06-04-09,
05-04-09,
04-04-09,71
03-04-09,56
02-04-09,48
01-04-09,43

