Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-04-09,42
29-04-09,29
28-04-09,41
27-04-09,35
26-04-09,34
25-04-09,32
24-04-09,39
23-04-09,22
22-04-09,37
21-04-09,33
20-04-09,28
19-04-09,27
18-04-09,22
17-04-09,48
16-04-09,44
15-04-09,47
14-04-09,39
13-04-09,38
12-04-09,41
11-04-09,39
10-04-09,34
09-04-09,32
08-04-09,45
07-04-09,97
06-04-09,85
05-04-09,91
04-04-09,63
03-04-09,53
02-04-09,60
01-04-09,42

