Datum Zeit,Leipzig-Mitte PM10
,µg/m³
30-04-09,54
29-04-09,28
28-04-09,40
27-04-09,34
26-04-09,30
25-04-09,28
24-04-09,36
23-04-09,31
22-04-09,40
21-04-09,40
20-04-09,
19-04-09,
18-04-09,
17-04-09,
16-04-09,39
15-04-09,39
14-04-09,51
13-04-09,35
12-04-09,32
11-04-09,31
10-04-09,34
09-04-09,24
08-04-09,42
07-04-09,65
06-04-09,72
05-04-09,78
04-04-09,86
03-04-09,58
02-04-09,52
01-04-09,62

