Datum Zeit,Glauchau PM10
,µg/m³
30-04-09,101
29-04-09,25
28-04-09,39
27-04-09,36
26-04-09,35
25-04-09,36
24-04-09,45
23-04-09,24
22-04-09,44
21-04-09,34
20-04-09,36
19-04-09,34
18-04-09,50
17-04-09,48
16-04-09,44
15-04-09,52
14-04-09,56
13-04-09,45
12-04-09,46
11-04-09,55
10-04-09,41
09-04-09,29
08-04-09,46
07-04-09,69
06-04-09,84
05-04-09,107
04-04-09,87
03-04-09,79
02-04-09,56
01-04-09,45

