Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-04-09,64
29-04-09,40
28-04-09,41
27-04-09,38
26-04-09,36
25-04-09,36
24-04-09,49
23-04-09,42
22-04-09,59
21-04-09,43
20-04-09,42
19-04-09,35
18-04-09,39
17-04-09,59
16-04-09,60
15-04-09,58
14-04-09,61
13-04-09,43
12-04-09,37
11-04-09,41
10-04-09,39
09-04-09,
08-04-09,59
07-04-09,75
06-04-09,87
05-04-09,89
04-04-09,100
03-04-09,82
02-04-09,63
01-04-09,59

