Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-04-09,17.82
29-04-09,
28-04-09,16.17
27-04-09,
26-04-09,16.35
25-04-09,
24-04-09,17.16
23-04-09,
22-04-09,16.06
21-04-09,
20-04-09,12.01
19-04-09,
18-04-09,8.26
17-04-09,
16-04-09,18.94
15-04-09,
14-04-09,22.83
13-04-09,
12-04-09,19.46
11-04-09,
10-04-09,18.36
09-04-09,
08-04-09,15.67
07-04-09,
06-04-09,52.14
05-04-09,
04-04-09,35.57
03-04-09,
02-04-09,25.72
01-04-09,

