Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-04-09,27.34
29-04-09,15.67
28-04-09,26.17
27-04-09,20.18
26-04-09,20.56
25-04-09,20.40
24-04-09,21.44
23-04-09,9.70
22-04-09,18.81
21-04-09,15.75
20-04-09,13.71
19-04-09,14.22
18-04-09,10.43
17-04-09,28.54
16-04-09,26.94
15-04-09,26.05
14-04-09,23.22
13-04-09,24.68
12-04-09,26.61
11-04-09,24.94
10-04-09,22.42
09-04-09,16.55
08-04-09,27.62
07-04-09,47.21
06-04-09,54.54
05-04-09,70.02
04-04-09,45.47
03-04-09,
02-04-09,40.81
01-04-09,24.48

