Datum Zeit,Plauen-Sued PM10
,µg/m³
30-04-09,49
29-04-09,11
28-04-09,24
27-04-09,23
26-04-09,25
25-04-09,31
24-04-09,37
23-04-09,18
22-04-09,31
21-04-09,28
20-04-09,31
19-04-09,19
18-04-09,43
17-04-09,27
16-04-09,41
15-04-09,39
14-04-09,40
13-04-09,28
12-04-09,30
11-04-09,35
10-04-09,25
09-04-09,24
08-04-09,28
07-04-09,43
06-04-09,64
05-04-09,79
04-04-09,55
03-04-09,44
02-04-09,47
01-04-09,50

