Datum Zeit,Klingenthal PM10
,µg/m³
31-08-11,8
30-08-11,8
29-08-11,6
28-08-11,3
27-08-11,3
26-08-11,19
25-08-11,11
24-08-11,13
23-08-11,20
22-08-11,15
21-08-11,10
20-08-11,8
19-08-11,11
18-08-11,12
17-08-11,8
16-08-11,7
15-08-11,6
14-08-11,6
13-08-11,5
12-08-11,7
11-08-11,7
10-08-11,5
09-08-11,4
08-08-11,4
07-08-11,3
06-08-11,7
05-08-11,9
04-08-11,10
03-08-11,12
02-08-11,9
01-08-11,5

