Datum Zeit,Bautzen PM10
,µg/m³
31-08-11,14
30-08-11,14
29-08-11,10
28-08-11,10
27-08-11,10
26-08-11,27
25-08-11,15
24-08-11,20
23-08-11,22
22-08-11,19
21-08-11,17
20-08-11,15
19-08-11,14
18-08-11,18
17-08-11,19
16-08-11,16
15-08-11,14
14-08-11,11
13-08-11,9
12-08-11,14
11-08-11,15
10-08-11,10
09-08-11,9
08-08-11,8
07-08-11,10
06-08-11,16
05-08-11,18
04-08-11,21
03-08-11,21
02-08-11,18
01-08-11,11

