Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-08-11,22.75
30-08-11,14.77
29-08-11,13.01
28-08-11,5.51
27-08-11,6.17
26-08-11,23.99
25-08-11,18.05
24-08-11,22.74
23-08-11,20.22
22-08-11,20.98
21-08-11,15.49
20-08-11,20.49
19-08-11,20.96
18-08-11,19.68
17-08-11,15.91
16-08-11,16.22
15-08-11,14.03
14-08-11,7.82
13-08-11,11.26
12-08-11,12.85
11-08-11,18.25
10-08-11,11.49
09-08-11,12.13
08-08-11,12.14
07-08-11,6.40
06-08-11,13.62
05-08-11,12.64
04-08-11,15.72
03-08-11,16.15
02-08-11,13.82
01-08-11,13.59

