Datum Zeit,Leipzig-West PM10
,µg/m³
31-08-11,15
30-08-11,11
29-08-11,9
28-08-11,9
27-08-11,5
26-08-11,28
25-08-11,16
24-08-11,16
23-08-11,20
22-08-11,21
21-08-11,18
20-08-11,16
19-08-11,11
18-08-11,20
17-08-11,15
16-08-11,15
15-08-11,11
14-08-11,9
13-08-11,12
12-08-11,12
11-08-11,14
10-08-11,11
09-08-11,6
08-08-11,7
07-08-11,8
06-08-11,13
05-08-11,13
04-08-11,16
03-08-11,18
02-08-11,11
01-08-11,12

