Datum Zeit,Niesky PM10
,µg/m³
31-08-11,10
30-08-11,8
29-08-11,7
28-08-11,6
27-08-11,10
26-08-11,26
25-08-11,11
24-08-11,19
23-08-11,17
22-08-11,14
21-08-11,15
20-08-11,9
19-08-11,12
18-08-11,18
17-08-11,13
16-08-11,11
15-08-11,7
14-08-11,9
13-08-11,7
12-08-11,12
11-08-11,11
10-08-11,6
09-08-11,5
08-08-11,7
07-08-11,9
06-08-11,14
05-08-11,15
04-08-11,19
03-08-11,20
02-08-11,11
01-08-11,7

