Datum Zeit,Collmberg PM10
,µg/m³
31-08-11,11
30-08-11,10
29-08-11,8
28-08-11,7
27-08-11,7
26-08-11,27
25-08-11,14
24-08-11,14
23-08-11,20
22-08-11,18
21-08-11,14
20-08-11,12
19-08-11,12
18-08-11,19
17-08-11,12
16-08-11,13
15-08-11,11
14-08-11,8
13-08-11,9
12-08-11,11
11-08-11,12
10-08-11,12
09-08-11,7
08-08-11,7
07-08-11,7
06-08-11,14
05-08-11,12
04-08-11,16
03-08-11,19
02-08-11,11
01-08-11,6

