Datum Zeit,Zittau-Ost PM10
,µg/m³
31-10-11,47
30-10-11,30
29-10-11,34
28-10-11,28
27-10-11,28
26-10-11,26
25-10-11,24
24-10-11,37
23-10-11,37
22-10-11,30
21-10-11,33
20-10-11,15
19-10-11,9
18-10-11,22
17-10-11,13
16-10-11,20
15-10-11,31
14-10-11,14
13-10-11,16
12-10-11,14
11-10-11,5
10-10-11,6
09-10-11,8
08-10-11,7
07-10-11,8
06-10-11,12
05-10-11,15
04-10-11,25
03-10-11,25
02-10-11,25
01-10-11,24

