Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-10-11,37.77
30-10-11,34.98
29-10-11,29.29
28-10-11,26.26
27-10-11,24.67
26-10-11,26.31
25-10-11,20.56
24-10-11,25.22
23-10-11,26.01
22-10-11,22.47
21-10-11,24.74
20-10-11,10.94
19-10-11,7.39
18-10-11,21.46
17-10-11,21.91
16-10-11,15.44
15-10-11,15.43
14-10-11,15.70
13-10-11,9.37
12-10-11,7.09
11-10-11,8.58
10-10-11,9.40
09-10-11,7.20
08-10-11,4.94
07-10-11,9.01
06-10-11,12.04
05-10-11,13.19
04-10-11,20.29
03-10-11,17.63
02-10-11,19.90
01-10-11,17.75

