Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-10-11,24.95
30-10-11,36.49
29-10-11,40.32
28-10-11,39.28
27-10-11,33.50
26-10-11,40.89
25-10-11,29.66
24-10-11,33.52
23-10-11,27.72
22-10-11,25.75
21-10-11,24.69
20-10-11,13.42
19-10-11,8.51
18-10-11,21.08
17-10-11,29.37
16-10-11,17.57
15-10-11,16.24
14-10-11,12.14
13-10-11,8.26
12-10-11,6.26
11-10-11,5.85
10-10-11,6.50
09-10-11,4.83
08-10-11,5.21
07-10-11,8.24
06-10-11,17.31
05-10-11,16.38
04-10-11,23.24
03-10-11,25.10
02-10-11,26.85
01-10-11,22.99

