Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-10-11,51
30-10-11,44
29-10-11,37
28-10-11,39
27-10-11,34
26-10-11,35
25-10-11,28
24-10-11,33
23-10-11,32
22-10-11,30
21-10-11,40
20-10-11,20
19-10-11,14
18-10-11,31
17-10-11,32
16-10-11,20
15-10-11,22
14-10-11,29
13-10-11,25
12-10-11,15
11-10-11,14
10-10-11,16
09-10-11,13
08-10-11,9
07-10-11,17
06-10-11,26
05-10-11,24
04-10-11,38
03-10-11,26
02-10-11,30
01-10-11,28

