Datum Zeit,Goerlitz PM10
,µg/m³
31-10-05,50
30-10-05,49
29-10-05,36
28-10-05,46
27-10-05,39
26-10-05,21
25-10-05,
24-10-05,
23-10-05,
22-10-05,
21-10-05,57
20-10-05,56
19-10-05,40
18-10-05,27
17-10-05,14
16-10-05,16
15-10-05,41
14-10-05,53
13-10-05,58
12-10-05,51
11-10-05,44
10-10-05,47
09-10-05,38
08-10-05,40
07-10-05,42
06-10-05,54
05-10-05,51
04-10-05,38
03-10-05,27
02-10-05,17
01-10-05,23

