Datum Zeit,Collmberg PM10
,µg/m³
31-10-05,43
30-10-05,38
29-10-05,32
28-10-05,24
27-10-05,17
26-10-05,13
25-10-05,9
24-10-05,10
23-10-05,7
22-10-05,16
21-10-05,38
20-10-05,31
19-10-05,26
18-10-05,12
17-10-05,9
16-10-05,9
15-10-05,43
14-10-05,38
13-10-05,43
12-10-05,42
11-10-05,31
10-10-05,35
09-10-05,25
08-10-05,31
07-10-05,33
06-10-05,49
05-10-05,37
04-10-05,30
03-10-05,19
02-10-05,12
01-10-05,13

