Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-05,
30-10-05,35.20
29-10-05,
28-10-05,16.72
27-10-05,
26-10-05,4.29
25-10-05,
24-10-05,4.09
23-10-05,
22-10-05,9.14
21-10-05,
20-10-05,40.83
19-10-05,
18-10-05,7.09
17-10-05,
16-10-05,4.38
15-10-05,
14-10-05,26.59
13-10-05,
12-10-05,31.38
11-10-05,
10-10-05,27.88
09-10-05,
08-10-05,19.14
07-10-05,
06-10-05,27.55
05-10-05,
04-10-05,23.89
03-10-05,
02-10-05,3.18
01-10-05,

