Datum Zeit,Dresden-Nord BEN
,µg/m³
01-11-05 00:00,2.0
31-10-05 23:00,2.0
31-10-05 22:00,2.1
31-10-05 21:00,2.5
31-10-05 20:00,2.7
31-10-05 19:00,3.4
31-10-05 18:00,3.2
31-10-05 17:00,3.0
31-10-05 16:00,3.2
31-10-05 15:00,2.8
31-10-05 14:00,2.2
31-10-05 13:00,2.4
31-10-05 12:00,2.4
31-10-05 11:00,2.2
31-10-05 10:00,1.8
31-10-05 09:00,1.6
31-10-05 08:00,1.5
31-10-05 07:00,1.6
31-10-05 06:00,1.7
31-10-05 05:00,1.7
31-10-05 04:00,2.1
31-10-05 03:00,2.3
31-10-05 02:00,2.2
31-10-05 01:00,2.4
31-10-05 00:00,2.6
30-10-05 23:00,2.5
30-10-05 22:00,2.3
30-10-05 21:00,2.3
30-10-05 20:00,3.0
30-10-05 19:00,3.9
30-10-05 18:00,3.3
30-10-05 17:00,3.2
30-10-05 16:00,2.6
30-10-05 15:00,2.5
30-10-05 14:00,2.7
30-10-05 13:00,2.8
30-10-05 12:00,2.4
30-10-05 11:00,2.5
30-10-05 10:00,2.0
30-10-05 09:00,1.8
30-10-05 08:00,1.7
30-10-05 07:00,1.6
30-10-05 06:00,1.6
30-10-05 05:00,1.6
30-10-05 04:00,1.7
30-10-05 03:00,1.8
30-10-05 02:00,1.9
30-10-05 01:00,2.1
30-10-05 00:00,2.0
29-10-05 23:00,1.9
29-10-05 22:00,1.8
29-10-05 21:00,2.0
29-10-05 20:00,2.5
29-10-05 19:00,2.4
29-10-05 18:00,2.2
29-10-05 17:00,
29-10-05 16:00,
29-10-05 15:00,
29-10-05 14:00,
29-10-05 13:00,
29-10-05 12:00,1.8
29-10-05 11:00,2.0
29-10-05 10:00,1.6
29-10-05 09:00,2.0
29-10-05 08:00,1.4
29-10-05 07:00,1.5
29-10-05 06:00,1.4
29-10-05 05:00,1.4
29-10-05 04:00,1.4
29-10-05 03:00,1.6
29-10-05 02:00,1.8
29-10-05 01:00,1.6
29-10-05 00:00,1.6
28-10-05 23:00,1.7
28-10-05 22:00,2.3
28-10-05 21:00,3.6
28-10-05 20:00,7.7
28-10-05 19:00,5.1
28-10-05 18:00,3.9
28-10-05 17:00,2.9
28-10-05 16:00,2.3
28-10-05 15:00,2.2
28-10-05 14:00,2.0
28-10-05 13:00,1.7
28-10-05 12:00,2.4
28-10-05 11:00,2.0
28-10-05 10:00,2.0
28-10-05 09:00,2.5
28-10-05 08:00,3.2
28-10-05 07:00,1.8
28-10-05 06:00,4.1
28-10-05 05:00,2.1
28-10-05 04:00,1.8
28-10-05 03:00,1.2
28-10-05 02:00,1.4
28-10-05 01:00,1.6
28-10-05 00:00,2.1
27-10-05 23:00,2.9
27-10-05 22:00,4.2
27-10-05 21:00,4.7
27-10-05 20:00,4.0
27-10-05 19:00,4.7
27-10-05 18:00,5.2
27-10-05 17:00,4.3
27-10-05 16:00,3.5
27-10-05 15:00,1.9
27-10-05 14:00,2.0
27-10-05 13:00,2.5
27-10-05 12:00,2.5
27-10-05 11:00,3.1
27-10-05 10:00,3.4
27-10-05 09:00,4.1
27-10-05 08:00,6.0
27-10-05 07:00,2.7
27-10-05 06:00,2.9
27-10-05 05:00,1.4
27-10-05 04:00,1.4
27-10-05 03:00,1.7
27-10-05 02:00,2.4
27-10-05 01:00,3.0
27-10-05 00:00,3.9
26-10-05 23:00,5.2
26-10-05 22:00,4.0
26-10-05 21:00,2.7
26-10-05 20:00,3.8
26-10-05 19:00,4.7
26-10-05 18:00,4.0
26-10-05 17:00,2.8
26-10-05 16:00,1.6
26-10-05 15:00,1.6
26-10-05 14:00,1.5
26-10-05 13:00,1.2
26-10-05 12:00,1.2
26-10-05 11:00,1.5
26-10-05 10:00,1.6
26-10-05 09:00,2.2
26-10-05 08:00,1.9
26-10-05 07:00,3.8
26-10-05 06:00,2.1
26-10-05 05:00,0.8
26-10-05 04:00,0.6
26-10-05 03:00,0.4
26-10-05 02:00,0.5
26-10-05 01:00,0.6
26-10-05 00:00,1.2
25-10-05 23:00,1.4
25-10-05 22:00,
25-10-05 21:00,
25-10-05 20:00,
25-10-05 19:00,
25-10-05 18:00,
25-10-05 17:00,3.4
25-10-05 16:00,3.0
25-10-05 15:00,3.3
25-10-05 14:00,2.7
25-10-05 13:00,2.5
25-10-05 12:00,2.2
25-10-05 11:00,2.7
25-10-05 10:00,3.0
25-10-05 09:00,4.5
25-10-05 08:00,5.1
25-10-05 07:00,3.7
25-10-05 06:00,2.7
25-10-05 05:00,1.3
25-10-05 04:00,1.0
25-10-05 03:00,0.9
25-10-05 02:00,0.7
25-10-05 01:00,1.2
25-10-05 00:00,1.4
