Datum Zeit,Bautzen O3
,µg/m³
01-11-05 00:00,67
31-10-05 23:00,67
31-10-05 22:00,68
31-10-05 21:00,70
31-10-05 20:00,70
31-10-05 19:00,72
31-10-05 18:00,74
31-10-05 17:00,74
31-10-05 16:00,70
31-10-05 15:00,66
31-10-05 14:00,66
31-10-05 13:00,66
31-10-05 12:00,67
31-10-05 11:00,67
31-10-05 10:00,63
31-10-05 09:00,59
31-10-05 08:00,58
31-10-05 07:00,57
31-10-05 06:00,58
31-10-05 05:00,61
31-10-05 04:00,61
31-10-05 03:00,61
31-10-05 02:00,62
31-10-05 01:00,63
31-10-05 00:00,64
30-10-05 23:00,65
30-10-05 22:00,70
30-10-05 21:00,75
30-10-05 20:00,76
30-10-05 19:00,73
30-10-05 18:00,73
30-10-05 17:00,69
30-10-05 16:00,71
30-10-05 15:00,72
30-10-05 14:00,70
30-10-05 13:00,66
30-10-05 12:00,63
30-10-05 11:00,58
30-10-05 10:00,54
30-10-05 09:00,51
30-10-05 08:00,50
30-10-05 07:00,51
30-10-05 06:00,53
30-10-05 05:00,54
30-10-05 04:00,56
30-10-05 03:00,58
30-10-05 02:00,60
30-10-05 01:00,62
30-10-05 00:00,64
29-10-05 23:00,67
29-10-05 22:00,70
29-10-05 21:00,73
29-10-05 20:00,73
29-10-05 19:00,70
29-10-05 18:00,69
29-10-05 17:00,75
29-10-05 16:00,78
29-10-05 15:00,81
29-10-05 14:00,82
29-10-05 13:00,79
29-10-05 12:00,76
29-10-05 11:00,70
29-10-05 10:00,64
29-10-05 09:00,50
29-10-05 08:00,47
29-10-05 07:00,50
29-10-05 06:00,57
29-10-05 05:00,57
29-10-05 04:00,55
29-10-05 03:00,59
29-10-05 02:00,60
29-10-05 01:00,57
29-10-05 00:00,60
28-10-05 23:00,54
28-10-05 22:00,37
28-10-05 21:00,29
28-10-05 20:00,29
28-10-05 19:00,25
28-10-05 18:00,18
28-10-05 17:00,18
28-10-05 16:00,30
28-10-05 15:00,40
28-10-05 14:00,63
28-10-05 13:00,64
28-10-05 12:00,59
28-10-05 11:00,56
28-10-05 10:00,48
28-10-05 09:00,18
28-10-05 08:00,11
28-10-05 07:00,7
28-10-05 06:00,2
28-10-05 05:00,1
28-10-05 04:00,3
28-10-05 03:00,3
28-10-05 02:00,1
28-10-05 01:00,1
28-10-05 00:00,1
27-10-05 23:00,1
27-10-05 22:00,1
27-10-05 21:00,1
27-10-05 20:00,2
27-10-05 19:00,2
27-10-05 18:00,3
27-10-05 17:00,5
27-10-05 16:00,28
27-10-05 15:00,47
27-10-05 14:00,58
27-10-05 13:00,52
27-10-05 12:00,41
