Datum Zeit,Schwartenberg PM10
,µg/m³
31-05-09,10
30-05-09,3
29-05-09,5
28-05-09,9
27-05-09,6
26-05-09,20
25-05-09,16
24-05-09,12
23-05-09,7
22-05-09,10
21-05-09,16
20-05-09,17
19-05-09,15
18-05-09,
17-05-09,12
16-05-09,10
15-05-09,23
14-05-09,14
13-05-09,13
12-05-09,9
11-05-09,12
10-05-09,14
09-05-09,17
08-05-09,14
07-05-09,11
06-05-09,6
05-05-09,11
04-05-09,17
03-05-09,24
02-05-09,21
01-05-09,50

