Datum Zeit,Goerlitz PM10
,µg/m³
31-05-09,20
30-05-09,16
29-05-09,9
28-05-09,17
27-05-09,14
26-05-09,35
25-05-09,27
24-05-09,18
23-05-09,14
22-05-09,21
21-05-09,18
20-05-09,23
19-05-09,17
18-05-09,20
17-05-09,17
16-05-09,22
15-05-09,23
14-05-09,20
13-05-09,16
12-05-09,17
11-05-09,20
10-05-09,22
09-05-09,17
08-05-09,30
07-05-09,28
06-05-09,18
05-05-09,23
04-05-09,30
03-05-09,32
02-05-09,35
01-05-09,52

