Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-05-09,19
30-05-09,21
29-05-09,29
28-05-09,27
27-05-09,20
26-05-09,35
25-05-09,39
24-05-09,18
23-05-09,18
22-05-09,29
21-05-09,23
20-05-09,29
19-05-09,28
18-05-09,21
17-05-09,19
16-05-09,20
15-05-09,35
14-05-09,32
13-05-09,28
12-05-09,20
11-05-09,33
10-05-09,30
09-05-09,25
08-05-09,24
07-05-09,34
06-05-09,15
05-05-09,24
04-05-09,38
03-05-09,44
02-05-09,40
01-05-09,53

