Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-06-09 00:00,59
31-05-09 23:00,18
31-05-09 22:00,26
31-05-09 21:00,34
31-05-09 20:00,30
31-05-09 19:00,47
31-05-09 18:00,62
31-05-09 17:00,57
31-05-09 16:00,65
31-05-09 15:00,62
31-05-09 14:00,62
31-05-09 13:00,63
31-05-09 12:00,68
31-05-09 11:00,62
31-05-09 10:00,59
31-05-09 09:00,57
31-05-09 08:00,33
31-05-09 07:00,15
31-05-09 06:00,12
31-05-09 05:00,6
31-05-09 04:00,6
31-05-09 03:00,14
31-05-09 02:00,16
31-05-09 01:00,20
31-05-09 00:00,21
30-05-09 23:00,31
30-05-09 22:00,45
30-05-09 21:00,41
30-05-09 20:00,40
30-05-09 19:00,38
30-05-09 18:00,45
30-05-09 17:00,43
30-05-09 16:00,40
30-05-09 15:00,41
30-05-09 14:00,37
30-05-09 13:00,39
30-05-09 12:00,43
30-05-09 11:00,48
30-05-09 10:00,51
30-05-09 09:00,49
30-05-09 08:00,50
30-05-09 07:00,50
30-05-09 06:00,61
30-05-09 05:00,62
30-05-09 04:00,68
30-05-09 03:00,72
30-05-09 02:00,71
30-05-09 01:00,73
30-05-09 00:00,74
29-05-09 23:00,71
29-05-09 22:00,67
29-05-09 21:00,60
29-05-09 20:00,42
29-05-09 19:00,37
29-05-09 18:00,51
29-05-09 17:00,56
29-05-09 16:00,50
29-05-09 15:00,52
29-05-09 14:00,58
29-05-09 13:00,63
29-05-09 12:00,60
29-05-09 11:00,57
29-05-09 10:00,53
29-05-09 09:00,50
29-05-09 08:00,52
29-05-09 07:00,50
29-05-09 06:00,44
29-05-09 05:00,51
29-05-09 04:00,54
29-05-09 03:00,56
29-05-09 02:00,56
29-05-09 01:00,56
29-05-09 00:00,53
28-05-09 23:00,55
28-05-09 22:00,56
28-05-09 21:00,63
28-05-09 20:00,56
28-05-09 19:00,61
28-05-09 18:00,63
28-05-09 17:00,69
28-05-09 16:00,64
28-05-09 15:00,55
28-05-09 14:00,50
28-05-09 13:00,51
28-05-09 12:00,43
28-05-09 11:00,44
28-05-09 10:00,53
28-05-09 09:00,50
28-05-09 08:00,52
28-05-09 07:00,53
28-05-09 06:00,42
28-05-09 05:00,14
28-05-09 04:00,38
28-05-09 03:00,56
28-05-09 02:00,50
28-05-09 01:00,39
28-05-09 00:00,31
27-05-09 23:00,32
27-05-09 22:00,30
27-05-09 21:00,29
27-05-09 20:00,36
27-05-09 19:00,66
27-05-09 18:00,76
27-05-09 17:00,75
27-05-09 16:00,75
27-05-09 15:00,74
27-05-09 14:00,72
27-05-09 13:00,68
27-05-09 12:00,66
27-05-09 11:00,63
27-05-09 10:00,62
27-05-09 09:00,63
27-05-09 08:00,58
27-05-09 07:00,55
27-05-09 06:00,51
27-05-09 05:00,63
27-05-09 04:00,83
27-05-09 03:00,95
27-05-09 02:00,81
27-05-09 01:00,67
27-05-09 00:00,77
26-05-09 23:00,73
26-05-09 22:00,59
26-05-09 21:00,57
26-05-09 20:00,53
26-05-09 19:00,53
26-05-09 18:00,84
26-05-09 17:00,93
26-05-09 16:00,98
26-05-09 15:00,101
26-05-09 14:00,98
26-05-09 13:00,114
26-05-09 12:00,103
26-05-09 11:00,91
26-05-09 10:00,87
26-05-09 09:00,76
26-05-09 08:00,65
26-05-09 07:00,37
26-05-09 06:00,20
26-05-09 05:00,64
26-05-09 04:00,109
26-05-09 03:00,109
26-05-09 02:00,122
26-05-09 01:00,119
26-05-09 00:00,95
25-05-09 23:00,82
25-05-09 22:00,74
25-05-09 21:00,67
25-05-09 20:00,77
25-05-09 19:00,119
25-05-09 18:00,131
25-05-09 17:00,137
25-05-09 16:00,134
25-05-09 15:00,127
25-05-09 14:00,116
25-05-09 13:00,115
25-05-09 12:00,114
25-05-09 11:00,107
25-05-09 10:00,101
25-05-09 09:00,87
25-05-09 08:00,42
25-05-09 07:00,13
25-05-09 06:00,9
25-05-09 05:00,9
25-05-09 04:00,16
25-05-09 03:00,24
25-05-09 02:00,27
25-05-09 01:00,33
25-05-09 00:00,37
24-05-09 23:00,31
24-05-09 22:00,30
24-05-09 21:00,41
24-05-09 20:00,73
24-05-09 19:00,94
24-05-09 18:00,109
24-05-09 17:00,112
24-05-09 16:00,111
24-05-09 15:00,113
24-05-09 14:00,112
24-05-09 13:00,110
24-05-09 12:00,107
24-05-09 11:00,101
24-05-09 10:00,102
24-05-09 09:00,84
24-05-09 08:00,71
24-05-09 07:00,72
24-05-09 06:00,56
24-05-09 05:00,66
24-05-09 04:00,56
24-05-09 03:00,57
24-05-09 02:00,53
24-05-09 01:00,45
24-05-09 00:00,25
23-05-09 23:00,26
23-05-09 22:00,27
23-05-09 21:00,36
23-05-09 20:00,59
23-05-09 19:00,79
23-05-09 18:00,90
23-05-09 17:00,94
23-05-09 16:00,97
23-05-09 15:00,92
23-05-09 14:00,92
23-05-09 13:00,92
23-05-09 12:00,86
23-05-09 11:00,82
23-05-09 10:00,76
23-05-09 09:00,73
23-05-09 08:00,73
23-05-09 07:00,64
23-05-09 06:00,40
23-05-09 05:00,18
23-05-09 04:00,22
23-05-09 03:00,48
23-05-09 02:00,53
23-05-09 01:00,56
23-05-09 00:00,56
22-05-09 23:00,39
22-05-09 22:00,34
22-05-09 21:00,41
22-05-09 20:00,65
22-05-09 19:00,67
22-05-09 18:00,78
22-05-09 17:00,78
22-05-09 16:00,77
22-05-09 15:00,68
22-05-09 14:00,55
22-05-09 13:00,49
22-05-09 12:00,45
22-05-09 11:00,47
22-05-09 10:00,48
22-05-09 09:00,37
22-05-09 08:00,14
22-05-09 07:00,16
22-05-09 06:00,18
22-05-09 05:00,21
22-05-09 04:00,35
22-05-09 03:00,54
22-05-09 02:00,61
22-05-09 01:00,68
22-05-09 00:00,71
21-05-09 23:00,68
21-05-09 22:00,87
21-05-09 21:00,71
21-05-09 20:00,74
21-05-09 19:00,91
21-05-09 18:00,98
21-05-09 17:00,100
21-05-09 16:00,106
21-05-09 15:00,106
21-05-09 14:00,89
21-05-09 13:00,106
21-05-09 12:00,88
21-05-09 11:00,86
21-05-09 10:00,70
21-05-09 09:00,64
21-05-09 08:00,50
21-05-09 07:00,38
21-05-09 06:00,33
21-05-09 05:00,36
21-05-09 04:00,30
21-05-09 03:00,33
21-05-09 02:00,42
21-05-09 01:00,55
21-05-09 00:00,64
20-05-09 23:00,46
20-05-09 22:00,34
20-05-09 21:00,43
20-05-09 20:00,61
20-05-09 19:00,84
20-05-09 18:00,92
20-05-09 17:00,107
20-05-09 16:00,110
20-05-09 15:00,109
20-05-09 14:00,102
20-05-09 13:00,105
20-05-09 12:00,94
20-05-09 11:00,80
20-05-09 10:00,64
20-05-09 09:00,52
20-05-09 08:00,38
20-05-09 07:00,15
20-05-09 06:00,6
20-05-09 05:00,10
20-05-09 04:00,29
20-05-09 03:00,42
20-05-09 02:00,48
20-05-09 01:00,46
20-05-09 00:00,37
19-05-09 23:00,32
19-05-09 22:00,43
19-05-09 21:00,47
19-05-09 20:00,61
19-05-09 19:00,84
19-05-09 18:00,93
19-05-09 17:00,96
19-05-09 16:00,90
19-05-09 15:00,91
19-05-09 14:00,82
19-05-09 13:00,93
19-05-09 12:00,89
19-05-09 11:00,81
19-05-09 10:00,82
19-05-09 09:00,68
19-05-09 08:00,43
19-05-09 07:00,15
19-05-09 06:00,4
19-05-09 05:00,14
19-05-09 04:00,20
19-05-09 03:00,27
19-05-09 02:00,29
19-05-09 01:00,29
19-05-09 00:00,27
18-05-09 23:00,24
18-05-09 22:00,28
18-05-09 21:00,33
18-05-09 20:00,49
18-05-09 19:00,64
18-05-09 18:00,79
18-05-09 17:00,88
18-05-09 16:00,83
18-05-09 15:00,86
18-05-09 14:00,79
18-05-09 13:00,75
18-05-09 12:00,71
18-05-09 11:00,62
18-05-09 10:00,57
18-05-09 09:00,51
18-05-09 08:00,41
18-05-09 07:00,24
18-05-09 06:00,21
18-05-09 05:00,35
18-05-09 04:00,50
18-05-09 03:00,59
18-05-09 02:00,59
18-05-09 01:00,59
18-05-09 00:00,74
17-05-09 23:00,77
17-05-09 22:00,80
17-05-09 21:00,73
17-05-09 20:00,74
17-05-09 19:00,67
17-05-09 18:00,71
17-05-09 17:00,83
17-05-09 16:00,83
17-05-09 15:00,80
17-05-09 14:00,80
17-05-09 13:00,78
17-05-09 12:00,74
17-05-09 11:00,77
17-05-09 10:00,78
17-05-09 09:00,76
17-05-09 08:00,70
17-05-09 07:00,50
17-05-09 06:00,26
17-05-09 05:00,31
17-05-09 04:00,29
17-05-09 03:00,29
17-05-09 02:00,29
17-05-09 01:00,30
17-05-09 00:00,32
16-05-09 23:00,30
16-05-09 22:00,37
16-05-09 21:00,43
16-05-09 20:00,71
16-05-09 19:00,83
16-05-09 18:00,83
16-05-09 17:00,89
16-05-09 16:00,85
16-05-09 15:00,86
16-05-09 14:00,77
16-05-09 13:00,71
16-05-09 12:00,67
16-05-09 11:00,63
16-05-09 10:00,55
16-05-09 09:00,55
16-05-09 08:00,59
16-05-09 07:00,72
16-05-09 06:00,76
16-05-09 05:00,86
16-05-09 04:00,79
16-05-09 03:00,37
16-05-09 02:00,36
16-05-09 01:00,47
16-05-09 00:00,52
15-05-09 23:00,52
15-05-09 22:00,47
15-05-09 21:00,30
15-05-09 20:00,47
15-05-09 19:00,54
15-05-09 18:00,41
15-05-09 17:00,37
15-05-09 16:00,37
15-05-09 15:00,33
15-05-09 14:00,26
15-05-09 13:00,39
15-05-09 12:00,33
