Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-05-09,19
30-05-09,18
29-05-09,13
28-05-09,20
27-05-09,17
26-05-09,34
25-05-09,31
24-05-09,17
23-05-09,16
22-05-09,23
21-05-09,19
20-05-09,24
19-05-09,24
18-05-09,19
17-05-09,17
16-05-09,21
15-05-09,26
14-05-09,22
13-05-09,19
12-05-09,13
11-05-09,25
10-05-09,21
09-05-09,20
08-05-09,27
07-05-09,29
06-05-09,15
05-05-09,31
04-05-09,27
03-05-09,34
02-05-09,41
01-05-09,89

