Datum Zeit,Leipzig-West PM10
,µg/m³
28-02-17,
27-02-17,
26-02-17,
25-02-17,
24-02-17,
23-02-17,
22-02-17,
21-02-17,
20-02-17,
19-02-17,
18-02-17,
17-02-17,
16-02-17,
15-02-17,
14-02-17,98
13-02-17,72
12-02-17,72
11-02-17,72
10-02-17,65
09-02-17,47
08-02-17,
07-02-17,44
06-02-17,34
05-02-17,16
04-02-17,20
03-02-17,20
02-02-17,27
01-02-17,51

