Datum Zeit,Freiberg PM2.5
,µg/m³
28-02-17,
27-02-17,
26-02-17,
25-02-17,
24-02-17,
23-02-17,
22-02-17,
21-02-17,
20-02-17,
19-02-17,
18-02-17,
17-02-17,
16-02-17,
15-02-17,
14-02-17,43.65
13-02-17,69.16
12-02-17,41.26
11-02-17,33.45
10-02-17,43.67
09-02-17,53.92
08-02-17,48.82
07-02-17,49.43
06-02-17,26.91
05-02-17,11.38
04-02-17,14.51
03-02-17,23.07
02-02-17,28.52
01-02-17,38.09

